Playoff,G,MP,FG,FGA,FGA_G,Fgper,Three_P,Three_P_G,Three_PA,Three_PA_G,Three_Pper,Two_P,Two_P_G,Two_PA,Two_PA_G,Two_Pper,FT,FT_G,FTA,FTA_G,Ftper,ORB,ORB_G,DRB,DRB_G,TRB,TRB_G,AST,STL,STL_G,BLK,BLK_G,TOV,TOV_G,PF,PTS,PTS_G,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,Tsper,eFGper,TOVper,ORBper,FT_FGA,eFGperOp,TOVperOp,DRBperDef,FT_FGA_Op
0,82,19755,3172,6845,83.47560976,0.463,765,9.329268293,2055,25.06097561,0.372,2407,29.35365854,4790,58.41463415,0.503,1520,18.53658537,2004,24.43902439,0.758,928,11.31707317,2601,31.7195122,3529,43.03658537,1563,688,8.390243902,374,4.56097561,1258,15.34146341,1798,8629,105.2,26.2,48,34,2.63,0.39,3.02,109.5,106.7,95.8,0.293,0.3,0.558,0.519,14,26.4,0.222,0.496,13.9,73.7,0.237
1,82,19855,3207,7134,87,0.45,770,9.390243902,2071,25.25609756,0.372,2437,29.7195122,5063,61.74390244,0.481,1569,19.13414634,1926,23.48780488,0.815,1022,12.46341463,2786,33.97560976,3808,46.43902439,1904,454,5.536585366,387,4.719512195,1125,13.7195122,1576,8753,106.7,25.8,52,30,3.99,0.45,4.44,111.5,107.4,94.9,0.27,0.29,0.548,0.504,12.4,28,0.22,0.488,11,74.7,0.194
0,82,19830,3026,6766,82.51219512,0.447,491,5.987804878,1475,17.98780488,0.333,2535,30.91463415,5291,64.52439024,0.479,1698,20.70731707,2237,27.2804878,0.759,990,12.07317073,2656,32.3902439,3646,44.46341463,1547,587,7.158536585,318,3.87804878,1249,15.23170732,1849,8241,100.5,24.9,33,49,-2.9,0.82,-2.08,105.7,108.8,94.4,0.331,0.218,0.532,0.484,13.9,27.8,0.251,0.512,12.7,76.6,0.234
1,82,19755,3326,6844,83.46341463,0.486,698,8.512195122,1757,21.42682927,0.397,2628,32.04878049,5087,62.03658537,0.517,1289,15.7195122,1642,20.02439024,0.785,762,9.292682927,2786,33.97560976,3548,43.26829268,2064,604,7.365853659,420,5.12195122,1180,14.3902439,1495,8639,105.4,28.9,61,21,7.72,0.28,8,110.5,102.4,95,0.24,0.257,0.571,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184
1,82,19955,2992,6718,81.92682927,0.445,713,8.695121951,1917,23.37804878,0.372,2279,27.79268293,4801,58.54878049,0.475,1608,19.6097561,2055,25.06097561,0.782,935,11.40243902,2552,31.12195122,3487,42.52439024,1737,577,7.036585366,343,4.182926829,1159,14.13414634,1882,8305,101.3,25.6,50,32,3.24,-0.69,2.55,108.8,105.3,91.8,0.306,0.285,0.545,0.498,13.2,27.2,0.239,0.493,14.1,74.9,0.237
0,82,19780,2951,6652,81.12195122,0.444,543,6.62195122,1577,19.23170732,0.344,2408,29.36585366,5075,61.8902439,0.474,1346,16.41463415,1803,21.98780488,0.747,904,11.02439024,2477,30.20731707,3381,41.23170732,1664,570,6.951219512,366,4.463414634,1200,14.63414634,1699,7791,95,24.5,22,60,-7.17,0.91,-6.27,103.5,111.3,91.4,0.271,0.237,0.523,0.484,13.9,25.5,0.202,0.518,12.1,74.5,0.227
1,82,20055,3177,6920,84.3902439,0.459,647,7.890243902,1704,20.7804878,0.38,2530,30.85365854,5216,63.6097561,0.485,1253,15.2804878,1715,20.91463415,0.731,886,10.80487805,2573,31.37804878,3459,42.18292683,1909,668,8.146341463,377,4.597560976,1204,14.68292683,1675,8254,100.7,26.3,45,37,1.27,-0.79,0.48,106,104.6,93.2,0.248,0.246,0.538,0.506,13.6,25.2,0.181,0.504,15,75.7,0.22
1,82,19855,3084,6644,81.02439024,0.464,706,8.609756098,1901,23.18292683,0.371,2378,29,4743,57.84146341,0.501,1158,14.12195122,1619,19.74390244,0.715,758,9.243902439,2593,31.62195122,3351,40.86585366,2007,664,8.097560976,369,4.5,1219,14.86585366,1473,8032,98,27.1,42,40,0.4,-0.48,-0.08,104.8,104.4,92.6,0.244,0.286,0.546,0.517,14.2,22.2,0.174,0.496,14.2,73.6,0.181
1,81,19840,3001,6459,79.74074074,0.465,498,6.148148148,1390,17.16049383,0.358,2503,30.90123457,5069,62.58024691,0.494,1318,16.27160494,1698,20.96296296,0.776,654,8.074074074,2533,31.27160494,3187,39.34567901,1843,667,8.234567901,365,4.50617284,1181,14.58024691,1717,7818,96.5,29.1,40,41,-0.22,-0.4,-0.62,103.1,103.3,91.7,0.263,0.215,0.542,0.503,14.1,20.1,0.204,0.482,14.2,73.3,0.216
1,82,19855,2942,6544,79.80487805,0.45,628,7.658536585,1760,21.46341463,0.357,2314,28.2195122,4784,58.34146341,0.484,1432,17.46341463,1958,23.87804878,0.731,1047,12.76829268,2460,30,3507,42.76829268,1668,599,7.304878049,391,4.768292683,1206,14.70731707,1500,7944,96.9,28.6,46,36,1.78,-0.53,1.25,108.2,106.2,88.8,0.299,0.269,0.536,0.498,14,30.9,0.219,0.503,13.1,73.7,0.174
0,82,19805,2823,6649,81.08536585,0.425,469,5.719512195,1399,17.06097561,0.335,2354,28.70731707,5250,64.02439024,0.448,1546,18.85365854,2060,25.12195122,0.75,917,11.18292683,2389,29.13414634,3306,40.31707317,1587,591,7.207317073,479,5.841463415,1153,14.06097561,1561,7661,93.4,24.4,17,65,-9.23,-0.06,-9.29,101.5,111.5,91.5,0.31,0.21,0.507,0.46,13.2,25.7,0.233,0.524,13.2,71.1,0.197
1,82,19830,2926,6698,81.68292683,0.437,446,5.43902439,1265,15.42682927,0.353,2480,30.24390244,5433,66.25609756,0.456,1343,16.37804878,1738,21.19512195,0.773,1026,12.51219512,2514,30.65853659,3540,43.17073171,1886,588,7.170731707,417,5.085365854,1171,14.2804878,1617,7641,93.2,28,42,40,0.32,-0.33,-0.02,103.5,103.2,89.3,0.259,0.189,0.512,0.47,13.6,29.4,0.201,0.477,13.2,73.6,0.206
0,82,19730,2993,6901,84.15853659,0.434,547,6.670731707,1581,19.2804878,0.346,2446,29.82926829,5320,64.87804878,0.46,1380,16.82926829,1826,22.26829268,0.756,1004,12.24390244,2359,28.76829268,3363,41.01219512,1694,647,7.890243902,334,4.073170732,1149,14.01219512,1737,7913,96.5,24.1,28,54,-4.68,-0.19,-4.87,104.3,109.4,92.3,0.265,0.229,0.514,0.473,13,28.1,0.2,0.523,14.4,72.6,0.225
0,82,19980,3182,6892,84.04878049,0.462,606,7.390243902,1628,19.85365854,0.372,2576,31.41463415,5264,64.19512195,0.489,1323,16.13414634,1669,20.35365854,0.793,767,9.353658537,2670,32.56097561,3437,41.91463415,1906,648,7.902439024,454,5.536585366,1144,13.95121951,1698,8293,101.1,29.5,39,43,-0.6,0.36,-0.24,105.9,106.5,94.1,0.242,0.236,0.544,0.506,13,21.8,0.192,0.492,13.3,73.1,0.227
1,82,19905,3339,6983,85.15853659,0.478,521,6.353658537,1518,18.51219512,0.343,2818,34.36585366,5465,66.64634146,0.516,1505,18.35365854,2148,26.19512195,0.701,1092,13.31707317,2601,31.7195122,3693,45.03658537,2002,762,9.292682927,533,6.5,1253,15.2804878,1682,8704,106.1,26.1,55,27,5.09,0.28,5.37,110.4,105.1,95.1,0.308,0.217,0.549,0.515,13.6,31.4,0.216,0.493,14.3,71.8,0.193
0,82,19805,2979,6638,80.95121951,0.449,513,6.256097561,1440,17.56097561,0.356,2466,30.07317073,5198,63.3902439,0.474,1307,15.93902439,1870,22.80487805,0.699,991,12.08536585,2463,30.03658537,3454,42.12195122,1742,574,7,400,4.87804878,1241,15.13414634,1623,7778,94.9,25.3,29,53,-3.99,-0.34,-4.33,103.8,108.1,90.8,0.282,0.217,0.521,0.487,14.3,28.3,0.197,0.505,13.1,73,0.209
1,82,19805,3130,6840,83.41463415,0.458,658,8.024390244,1632,19.90243902,0.403,2472,30.14634146,5208,63.51219512,0.475,1378,16.80487805,1744,21.26829268,0.79,885,10.79268293,2801,34.15853659,3686,44.95121951,1845,567,6.914634146,346,4.219512195,1236,15.07317073,1753,8296,101.2,25.3,44,38,0.89,0.42,1.32,106.4,105.5,94.5,0.255,0.239,0.545,0.506,14,25.4,0.201,0.486,12.4,75.5,0.211
1,82,19780,3124,6782,82.70731707,0.461,867,10.57317073,2369,28.8902439,0.366,2257,27.52439024,4413,53.81707317,0.511,1573,19.18292683,2087,25.45121951,0.754,909,11.08536585,2652,32.34146341,3561,43.42682927,1902,679,8.280487805,359,4.37804878,1348,16.43902439,1662,8688,106,24.4,50,32,3.48,0.22,3.69,109.7,106.1,96.1,0.308,0.349,0.564,0.525,14.9,26.4,0.232,0.502,13.5,75.2,0.196
1,81,19590,2845,6525,80.55555556,0.436,555,6.851851852,1599,19.74074074,0.347,2290,28.27160494,4926,60.81481481,0.465,1429,17.64197531,1915,23.64197531,0.746,1043,12.87654321,2671,32.97530864,3714,45.85185185,1645,580,7.160493827,513,6.333333333,1227,15.14814815,1623,7674,94.7,25.7,52,29,4.02,-0.69,3.34,104.3,99.8,90.2,0.293,0.245,0.521,0.479,14.3,30.3,0.219,0.453,12.9,74.6,0.197
1,82,19730,3160,6608,80.58536585,0.478,627,7.646341463,1752,21.36585366,0.358,2533,30.8902439,4856,59.2195122,0.522,1342,16.36585366,1888,23.02439024,0.711,938,11.43902439,2475,30.18292683,3413,41.62195122,1958,784,9.56097561,461,5.62195122,1197,14.59756098,1716,8289,101.1,28.8,59,23,6.45,-0.02,6.43,110.6,103.6,91.1,0.286,0.265,0.557,0.526,13.9,28.8,0.203,0.492,15.4,73.5,0.229
1,82,19755,3041,6640,80.97560976,0.458,715,8.719512195,2015,24.57317073,0.355,2326,28.36585366,4625,56.40243902,0.503,1584,19.31707317,2289,27.91463415,0.692,942,11.48780488,2732,33.31707317,3674,44.80487805,1818,576,7.024390244,429,5.231707317,1232,15.02439024,1467,8381,102.2,30.7,44,38,1.16,0.32,1.48,107.8,106.6,94.4,0.345,0.303,0.548,0.512,13.9,27,0.239,0.496,11.9,74.3,0.163
1,82,19805,2964,6679,81.45121951,0.444,382,4.658536585,1107,13.5,0.345,2582,31.48780488,5572,67.95121951,0.463,1349,16.45121951,1746,21.29268293,0.773,1059,12.91463415,2445,29.81707317,3504,42.73170732,1715,703,8.573170732,436,5.317073171,1144,13.95121951,1660,7659,93.4,27,54,28,4.15,0.18,4.32,104.9,100.3,88.4,0.261,0.166,0.514,0.472,13.3,31,0.202,0.475,15.2,74.3,0.209
1,82,19880,3148,6348,77.41463415,0.496,717,8.743902439,1809,22.06097561,0.396,2431,29.64634146,4539,55.35365854,0.536,1423,17.35365854,1887,23.01219512,0.754,676,8.243902439,2490,30.36585366,3166,38.6097561,1890,710,8.658536585,441,5.37804878,1143,13.93902439,1533,8436,102.9,30.3,62,20,7.87,-0.84,7.03,112.3,103.7,90.7,0.297,0.285,0.588,0.552,13.7,22.2,0.224,0.487,14.8,73,0.2
1,82,19830,3128,7197,87.76829268,0.435,601,7.329268293,1670,20.36585366,0.36,2527,30.81707317,5527,67.40243902,0.457,1251,15.25609756,1700,20.73170732,0.736,1068,13.02439024,2537,30.93902439,3605,43.96341463,1876,685,8.353658537,550,6.707317073,1156,14.09756098,1554,8108,98.9,26.4,37,45,-1.5,-0.33,-1.83,103.6,105.2,94.7,0.236,0.232,0.51,0.476,12.7,27.9,0.174,0.492,14.4,71.3,0.201
0,82,19730,2943,6702,81.73170732,0.439,450,5.487804878,1475,17.98780488,0.305,2493,30.40243902,5227,63.74390244,0.477,1515,18.47560976,2042,24.90243902,0.742,973,11.86585366,2473,30.15853659,3446,42.02439024,1836,700,8.536585366,387,4.719512195,1214,14.80487805,1509,7851,95.7,26.4,34,48,-2.37,0.54,-1.83,102.9,105.4,92.8,0.305,0.22,0.516,0.473,13.8,27.4,0.226,0.511,15,74,0.187
0,82,19780,2955,6589,80.35365854,0.448,535,6.524390244,1474,17.97560976,0.363,2420,29.51219512,5115,62.37804878,0.473,1269,15.47560976,1636,19.95121951,0.776,988,12.04878049,2426,29.58536585,3414,41.63414634,1721,520,6.341463415,440,5.365853659,1193,14.54878049,1673,7714,94.1,24,30,52,-3.87,0.75,-3.12,105.7,110.1,88.5,0.248,0.224,0.528,0.489,14,29.2,0.193,0.52,13.1,74.4,0.208
1,82,19730,2996,6689,81.57317073,0.448,891,10.86585366,2371,28.91463415,0.376,2105,25.67073171,4318,52.65853659,0.487,1313,16.01219512,1729,21.08536585,0.759,890,10.85365854,2436,29.70731707,3326,40.56097561,1579,672,8.195121951,294,3.585365854,988,12.04878049,1650,8196,100,30.2,53,29,4.23,-0.5,3.73,111.1,106.3,89.8,0.258,0.354,0.55,0.515,11.7,25.6,0.196,0.508,14.8,74.7,0.216
1,82,19830,3126,6504,79.31707317,0.481,598,7.292682927,1588,19.36585366,0.377,2528,30.82926829,4916,59.95121951,0.514,1819,22.18292683,2196,26.7804878,0.828,854,10.41463415,2725,33.23170732,3579,43.64634146,1753,679,8.280487805,624,7.609756098,1253,15.2804878,1654,8669,105.7,26,64,18,9.21,-0.06,9.15,112.4,102.6,93.3,0.338,0.244,0.58,0.527,14.4,26.7,0.28,0.469,13.5,73.4,0.197
0,82,19780,3093,6904,84.19512195,0.448,506,6.170731707,1537,18.74390244,0.329,2587,31.54878049,5367,65.45121951,0.482,1026,12.51219512,1359,16.57317073,0.755,890,10.85365854,2612,31.85365854,3502,42.70731707,1871,528,6.43902439,358,4.365853659,1191,14.52439024,1591,7718,94.1,24.6,22,60,-6.99,-0.14,-7.12,101.6,109.1,92.2,0.197,0.223,0.514,0.485,13.7,25.4,0.149,0.508,11.8,74.6,0.195
0,82,19755,3059,6895,84.08536585,0.444,518,6.317073171,1438,17.53658537,0.36,2541,30.98780488,5457,66.54878049,0.466,1004,12.24390244,1377,16.79268293,0.729,896,10.92682927,2493,30.40243902,3389,41.32926829,1867,609,7.426829268,384,4.682926829,1070,13.04878049,1505,7640,93.2,25.2,31,51,-3.34,-0.17,-3.51,102,105.7,91,0.2,0.209,0.509,0.481,12.5,24.9,0.146,0.495,13.7,73.4,0.2
0,82,19805,3061,6917,84.35365854,0.443,480,5.853658537,1455,17.74390244,0.33,2581,31.47560976,5462,66.6097561,0.473,1203,14.67073171,1618,19.73170732,0.744,959,11.69512195,2454,29.92682927,3413,41.62195122,1855,659,8.036585366,434,5.292682927,1278,15.58536585,1688,7805,95.2,26.9,23,59,-6.46,0.71,-5.75,101.2,108.1,93.4,0.234,0.21,0.512,0.477,14.3,27,0.174,0.512,14.2,71.9,0.208
0,82,19855,3009,6715,81.8902439,0.448,673,8.207317073,1904,23.2195122,0.353,2336,28.48780488,4811,58.67073171,0.486,1304,15.90243902,1680,20.48780488,0.776,874,10.65853659,2474,30.17073171,3348,40.82926829,1784,538,6.56097561,353,4.304878049,1203,14.67073171,1518,7995,97.5,24.4,32,50,-3.17,0.65,-2.53,105.8,109.2,91.4,0.25,0.284,0.536,0.498,13.9,25.3,0.194,0.512,12.5,73.3,0.189
0,82,19830,3086,6904,84.19512195,0.447,610,7.43902439,1681,20.5,0.363,2476,30.19512195,5223,63.69512195,0.474,1437,17.52439024,1869,22.79268293,0.769,943,11.5,2385,29.08536585,3328,40.58536585,1708,671,8.182926829,342,4.170731707,1199,14.62195122,1717,8219,100.2,25.6,28,54,-4.88,0.62,-4.26,106.2,111.4,93.6,0.271,0.243,0.532,0.491,13.4,26.6,0.208,0.517,13.6,71,0.227
1,82,19880,3210,6675,81.40243902,0.481,663,8.085365854,1764,21.51219512,0.376,2547,31.06097561,4911,59.8902439,0.519,1365,16.64634146,1725,21.03658537,0.791,666,8.12195122,2721,33.18292683,3387,41.30487805,2058,695,8.475609756,446,5.43902439,1206,14.70731707,1427,8448,103,28.6,58,24,6.4,0.27,6.67,108.3,101.6,94.2,0.258,0.264,0.568,0.531,14,20.5,0.204,0.48,13.7,74.9,0.179
0,82,19980,2979,6685,81.52439024,0.446,571,6.963414634,1665,20.30487805,0.343,2408,29.36585366,5020,61.2195122,0.48,1442,17.58536585,1831,22.32926829,0.788,871,10.62195122,2426,29.58536585,3297,40.20731707,1765,595,7.256097561,392,4.780487805,1124,13.70731707,1836,7971,97.2,25.4,37,45,-1.48,-0.48,-1.96,105.9,107.5,90.4,0.274,0.249,0.532,0.488,13,25.5,0.216,0.5,13.6,73.4,0.247
0,82,19880,3046,6710,81.82926829,0.454,507,6.182926829,1385,16.8902439,0.366,2539,30.96341463,5325,64.93902439,0.477,1439,17.54878049,1883,22.96341463,0.764,989,12.06097561,2457,29.96341463,3446,42.02439024,1859,690,8.414634146,515,6.280487805,1210,14.75609756,1750,8038,98,26.3,41,41,-0.09,0.38,0.3,106.7,106.8,90.9,0.281,0.206,0.533,0.492,13.8,28.8,0.214,0.501,14,73.2,0.226
0,82,19855,2910,6693,81.62195122,0.435,545,6.646341463,1495,18.23170732,0.365,2365,28.84146341,5198,63.3902439,0.455,1279,15.59756098,1746,21.29268293,0.733,887,10.81707317,2652,32.34146341,3539,43.15853659,1775,598,7.292682927,376,4.585365854,1238,15.09756098,1681,7644,93.2,25.4,33,49,-2.54,-0.25,-2.78,100.2,103,92.2,0.261,0.223,0.512,0.475,14.2,24.6,0.191,0.483,13.7,74.6,0.206
1,66,16165,2429,5348,81.03030303,0.454,492,7.454545455,1330,20.15151515,0.37,1937,29.34848485,4018,60.87878788,0.482,1025,15.53030303,1385,20.98484848,0.74,652,9.878787879,2066,31.3030303,2718,41.18181818,1481,536,8.121212121,303,4.590909091,921,13.95454545,1178,6375,96.6,27.9,41,25,3.44,-0.77,2.67,104.9,101.2,90.2,0.259,0.249,0.535,0.5,13.4,23.9,0.192,0.48,14.4,74.4,0.186
1,66,15940,2341,5086,77.06060606,0.46,363,5.5,988,14.96969697,0.367,1978,29.96969697,4098,62.09090909,0.483,1017,15.40909091,1308,19.81818182,0.778,509,7.712121212,2051,31.07575758,2560,38.78787879,1557,498,7.545454545,362,5.484848485,979,14.83333333,1315,6062,91.8,29.3,39,27,2.52,-0.26,2.26,101,98.2,90.4,0.257,0.194,0.535,0.496,14.7,19.7,0.2,0.452,14.9,72.4,0.216
0,66,15890,2193,5293,80.1969697,0.414,263,3.984848485,892,13.51515152,0.295,1930,29.24242424,4401,66.68181818,0.439,1090,16.51515152,1462,22.15151515,0.746,677,10.25757576,1894,28.6969697,2571,38.95454545,1326,397,6.015151515,361,5.46969697,957,14.5,1249,5739,87,24.5,7,59,-13.91,-0.05,-13.96,95.2,110.4,91.1,0.276,0.169,0.483,0.439,13.9,23.6,0.206,0.512,12.8,70.9,0.206
1,66,15940,2467,5462,82.75757576,0.452,419,6.348484848,1117,16.92424242,0.375,2048,31.03030303,4345,65.83333333,0.471,1006,15.24242424,1394,21.12121212,0.722,915,13.86363636,2165,32.8030303,3080,46.66666667,1527,456,6.909090909,388,5.878787879,923,13.98484848,1139,6359,96.3,27.1,51,15,8.18,-0.76,7.43,107.4,98.3,89.1,0.255,0.205,0.523,0.49,13.2,32.6,0.184,0.45,12.8,74.3,0.175
0,66,15965,2261,5360,81.21212121,0.422,440,6.666666667,1273,19.28787879,0.346,1821,27.59090909,4087,61.92424242,0.446,1178,17.84848485,1645,24.92424242,0.716,841,12.74242424,1949,29.53030303,2790,42.27272727,1308,466,7.060606061,262,3.96969697,1017,15.40909091,1317,6140,93,26,17,49,-7.2,-0.14,-7.34,101.1,108.9,91.3,0.307,0.238,0.505,0.463,14.3,28.9,0.22,0.508,13.1,72.2,0.202
1,66,16065,2398,5412,82,0.443,497,7.53030303,1464,22.18181818,0.339,1901,28.8030303,3948,59.81818182,0.482,1029,15.59090909,1334,20.21212121,0.771,665,10.07575758,2157,32.68181818,2822,42.75757576,1380,565,8.560606061,337,5.106060606,926,14.03030303,1226,6322,95.8,31.3,35,31,0.95,0.83,1.78,103.3,102.3,91.4,0.246,0.271,0.527,0.489,13.4,23.4,0.19,0.479,13.9,74.8,0.203
1,66,16040,2572,5404,81.87878788,0.476,435,6.590909091,1311,19.86363636,0.332,2137,32.37878788,4093,62.01515152,0.522,1293,19.59090909,1760,26.66666667,0.735,738,11.18181818,2105,31.89393939,2843,43.07575758,1581,540,8.181818182,330,5,1015,15.37878788,1297,6872,104.1,26.6,39,27,2.88,0.29,3.16,109.2,106.2,94.2,0.326,0.243,0.556,0.516,14.1,27.7,0.239,0.508,14.3,74.3,0.185
0,66,15965,2291,5232,79.27272727,0.438,317,4.803030303,916,13.87878788,0.346,1974,29.90909091,4316,65.39393939,0.457,1098,16.63636364,1461,22.13636364,0.752,775,11.74242424,1882,28.51515152,2657,40.25757576,1232,460,6.96969697,278,4.212121212,1033,15.65151515,1293,5997,90.9,26.3,22,44,-4.79,-0.4,-5.19,101,106.3,89.2,0.279,0.175,0.51,0.468,15,28.1,0.21,0.5,14.2,72.8,0.226
0,66,15915,2489,5443,82.46969697,0.457,524,7.939393939,1351,20.46969697,0.388,1965,29.77272727,4092,62,0.48,951,14.40909091,1235,18.71212121,0.77,640,9.696969697,1947,29.5,2587,39.1969697,1470,528,8,362,5.484848485,915,13.86363636,1410,6453,97.8,25.3,25,41,-3.41,0.62,-2.79,105.4,109.1,92.3,0.227,0.248,0.539,0.505,13.3,22.9,0.175,0.496,13.6,69.1,0.237
0,66,16065,2489,5543,83.98484848,0.449,478,7.242424242,1330,20.15151515,0.359,2011,30.46969697,4213,63.83333333,0.477,1018,15.42424242,1301,19.71212121,0.782,769,11.65151515,2014,30.51515152,2783,42.16666667,1404,496,7.515151515,319,4.833333333,955,14.46969697,1347,6474,98.1,26.2,34,32,0.23,0.35,0.57,105.5,105.2,91.7,0.235,0.24,0.529,0.492,13.5,27.5,0.184,0.49,13.8,73.4,0.21
1,66,15990,2354,5375,81.43939394,0.438,392,5.939393939,1064,16.12121212,0.368,1962,29.72727273,4311,65.31818182,0.455,1349,20.43939394,1724,26.12121212,0.782,826,12.51515152,2070,31.36363636,2896,43.87878788,1228,523,7.924242424,357,5.409090909,925,14.01515152,1430,6449,97.7,26.3,41,25,3.3,-0.71,2.6,106.7,103.1,90.7,0.321,0.198,0.526,0.474,13.1,29.2,0.251,0.476,14.1,72.3,0.222
1,66,15965,2439,5366,81.3030303,0.455,514,7.787878788,1441,21.83333333,0.357,1925,29.16666667,3925,59.46969697,0.49,1046,15.84848485,1538,23.3030303,0.68,800,12.12121212,1943,29.43939394,2743,41.56060606,1385,556,8.424242424,315,4.772727273,879,13.31818182,1399,6438,97.5,27.3,39,27,2.56,0.26,2.82,108.5,105.7,89.2,0.287,0.269,0.533,0.502,12.7,29.5,0.195,0.492,14.2,73.2,0.245
1,66,16065,2429,5319,80.59090909,0.457,362,5.484848485,1112,16.84848485,0.326,2067,31.31818182,4207,63.74242424,0.491,1202,18.21212121,1589,24.07575758,0.756,799,12.10606061,2251,34.10606061,3050,46.21212121,1485,390,5.909090909,351,5.318181818,997,15.10606061,1109,6422,97.3,29.7,36,30,1.42,0.54,1.96,106,104.4,90.5,0.299,0.209,0.534,0.491,14.2,29.1,0.226,0.476,10.7,74.8,0.158
1,66,15940,2425,5422,82.15151515,0.447,277,4.196969697,849,12.86363636,0.326,2148,32.54545455,4573,69.28787879,0.47,1142,17.3030303,1504,22.78787879,0.759,831,12.59090909,1944,29.45454545,2775,42.04545455,1290,631,9.560606061,345,5.227272727,955,14.46969697,1316,6269,95,25.6,38,28,2.02,0.42,2.43,104,101.8,90.8,0.277,0.157,0.515,0.473,13.6,29.8,0.211,0.485,16.3,72.7,0.227
1,66,16040,2446,5212,78.96969697,0.469,370,5.606060606,1030,15.60606061,0.359,2076,31.45454545,4182,63.36363636,0.496,1238,18.75757576,1598,24.21212121,0.775,686,10.39393939,2060,31.21212121,2746,41.60606061,1317,585,8.863636364,355,5.378787879,1002,15.18181818,1282,6500,98.5,28.3,47,19,5.98,-0.27,5.72,106.6,100.2,91.2,0.307,0.198,0.549,0.505,14.5,26.6,0.238,0.479,15.8,73.9,0.2
0,66,15865,2502,5652,85.63636364,0.443,436,6.606060606,1265,19.16666667,0.345,2066,31.3030303,4387,66.46969697,0.471,1095,16.59090909,1415,21.43939394,0.774,820,12.42424242,1983,30.04545455,2803,42.46969697,1550,548,8.303030303,335,5.075757576,929,14.07575758,1273,6535,99,26.2,34,32,0.27,-0.5,-0.23,105.5,105.2,93.7,0.25,0.224,0.521,0.481,12.9,27.7,0.194,0.489,14.6,70.9,0.217
0,66,15940,2355,5434,82.33333333,0.433,473,7.166666667,1423,21.56060606,0.332,1882,28.51515152,4011,60.77272727,0.469,1281,19.40909091,1662,25.18181818,0.771,797,12.07575758,2089,31.65151515,2886,43.72727273,1290,436,6.606060606,293,4.439393939,1001,15.16666667,1212,6464,97.9,24.4,28,38,-2.2,0.37,-1.83,104.3,106.6,93.3,0.306,0.262,0.524,0.477,14,27.5,0.236,0.491,12.2,73,0.187
0,66,15890,2262,5320,80.60606061,0.425,507,7.681818182,1481,22.43939394,0.342,1755,26.59090909,3839,58.16666667,0.457,1113,16.86363636,1433,21.71212121,0.777,783,11.86363636,1879,28.46969697,2662,40.33333333,1311,493,7.46969697,260,3.939393939,995,15.07575758,1268,6144,93.1,26.1,19,47,-5.98,-0.39,-6.37,102.9,109.6,90.1,0.269,0.278,0.516,0.473,14.3,27.8,0.209,0.513,13.7,70.7,0.209
0,66,15940,2300,5103,77.31818182,0.451,259,3.924242424,777,11.77272727,0.333,2041,30.92424242,4326,65.54545455,0.472,1057,16.01515152,1397,21.16666667,0.757,724,10.96969697,1991,30.16666667,2715,41.13636364,1368,488,7.393939394,316,4.787878788,1024,15.51515152,1324,5916,89.6,25.5,24,42,-3.76,0.65,-3.11,100.9,105.1,88.3,0.274,0.152,0.517,0.476,15.2,27.5,0.207,0.485,13.5,73.1,0.218
1,66,15940,2365,5335,80.83333333,0.443,517,7.833333333,1538,23.3030303,0.336,1848,28,3797,57.53030303,0.487,1211,18.34848485,1634,24.75757576,0.741,743,11.25757576,2012,30.48484848,2755,41.74242424,1328,622,9.424242424,276,4.181818182,1056,16,1391,6458,97.8,26.3,41,25,3.2,-0.81,2.39,104.4,101,93.2,0.306,0.288,0.533,0.492,14.9,26.6,0.227,0.485,15.9,73.7,0.224
1,66,15990,2462,5229,79.22727273,0.471,472,7.151515152,1317,19.95454545,0.358,1990,30.15151515,3912,59.27272727,0.509,1406,21.3030303,1744,26.42424242,0.806,726,11,2157,32.68181818,2883,43.68181818,1224,498,7.545454545,539,8.166666667,1079,16.34848485,1352,6802,103.1,25.1,46,20,6.12,0.32,6.44,109.8,103.2,93,0.334,0.252,0.567,0.516,15.3,27.8,0.269,0.465,13,72.1,0.207
1,66,15965,2275,5162,78.21212121,0.441,670,10.15151515,1785,27.04545455,0.375,1605,24.31818182,3377,51.16666667,0.475,995,15.07575758,1508,22.84848485,0.66,742,11.24242424,2060,31.21212121,2802,42.45454545,1321,451,6.833333333,275,4.166666667,984,14.90909091,1168,6215,94.2,27.5,35,31,0.79,-0.33,0.46,105,104.1,89,0.292,0.346,0.533,0.506,14.5,26.5,0.193,0.488,12.9,75.5,0.19
1,66,15915,2471,5516,83.57575758,0.448,349,5.287878788,963,14.59090909,0.362,2122,32.15151515,4553,68.98484848,0.466,889,13.46969697,1198,18.15151515,0.742,704,10.66666667,2144,32.48484848,2848,43.15151515,1453,526,7.96969697,340,5.151515152,738,11.18181818,1157,6180,93.6,24.9,43,23,4.24,-0.65,3.59,103.9,99.2,89.7,0.217,0.175,0.511,0.48,10.9,24.4,0.161,0.46,13.5,75.2,0.192
