Playoff,G,MP,FG,FGA,FGA_G,Fgper,Three_P,Three_P_G,Three_PA,Three_PA_G,Three_Pper,Two_P,Two_P_G,Two_PA,Two_PA_G,Two_Pper,FT,FT_G,FTA,FTA_G,Ftper,ORB,ORB_G,DRB,DRB_G,TRB,TRB_G,AST,STL,STL_G,BLK,BLK_G,TOV,TOV_G,PF,PTS,PTS_G,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,Tsper,eFGper,TOVper,ORBper,FT_FGA,eFGperOp,TOVperOp,DRBperDef,FT_FGA_Op
0,66,15840,2495,5445,82.5,0.458,444,6.727272727,1295,19.62121212,0.343,2051,31.07575758,4150,62.87878788,0.494,1058,16.03030303,1397,21.16666667,0.757,717,10.86363636,2035,30.83333333,2752,41.6969697,1486,431,6.53030303,366,5.545454545,928,14.06060606,1233,6492,98.4,28.9,32,34,-0.24,0.53,0.29,106.2,106.5,92.6,0.257,0.238,0.536,0.499,13.3,25.8,0.194,0.491,13.1,71.7,0.2
0,66,15965,2402,5417,82.07575758,0.443,478,7.242424242,1382,20.93939394,0.346,1924,29.15151515,4035,61.13636364,0.477,1133,17.16666667,1423,21.56060606,0.796,735,11.13636364,1949,29.53030303,2684,40.66666667,1349,528,8,322,4.878787879,935,14.16666667,1251,6415,97.2,27.5,32,34,-0.62,0.41,-0.22,105.7,106.4,91.2,0.263,0.255,0.531,0.488,13.4,26.3,0.209,0.504,14.1,72.8,0.199
0,66,15915,2490,5712,86.54545455,0.436,411,6.227272727,1301,19.71212121,0.316,2079,31.5,4411,66.83333333,0.471,1127,17.07575758,1532,23.21212121,0.736,882,13.36363636,1947,29.5,2829,42.86363636,1271,561,8.5,323,4.893939394,952,14.42424242,1287,6518,98.8,24.3,21,45,-5.68,0.73,-4.95,103.8,109.8,94.7,0.268,0.228,0.51,0.472,13,29.1,0.197,0.515,13.9,70.5,0.199
1,66,15940,2611,5463,82.77272727,0.478,552,8.363636364,1405,21.28787879,0.393,2059,31.1969697,4058,61.48484848,0.507,1067,16.16666667,1427,21.62121212,0.748,683,10.34848485,2153,32.62121212,2836,42.96969697,1528,490,7.424242424,293,4.439393939,895,13.56060606,1143,6841,103.7,27.5,48,18,7.17,0.11,7.28,110.9,103.2,92.9,0.261,0.257,0.562,0.528,12.8,25.1,0.195,0.489,12.9,76,0.168
0,66,15965,2268,5154,78.09090909,0.44,365,5.53030303,1075,16.28787879,0.34,1903,28.83333333,4079,61.8030303,0.467,1085,16.43939394,1410,21.36363636,0.77,697,10.56060606,2074,31.42424242,2771,41.98484848,1382,429,6.5,321,4.863636364,1001,15.16666667,1532,5986,90.7,25.7,25,41,-3.3,-0.36,-3.67,100.8,104.5,89.3,0.274,0.209,0.518,0.475,14.8,25.9,0.211,0.475,12.8,75.4,0.26
1,66,16165,2523,5531,83.8030303,0.456,273,4.136363636,845,12.8030303,0.323,2250,34.09090909,4686,71,0.48,1258,19.06060606,1668,25.27272727,0.754,861,13.04545455,2055,31.13636364,2916,44.18181818,1439,545,8.257575758,385,5.833333333,936,14.18181818,1441,6577,99.7,25.6,34,32,0.62,0.3,0.92,106.8,106.1,91.4,0.302,0.153,0.525,0.481,13,30.2,0.227,0.493,13.8,73.8,0.245
0,66,15865,2414,5475,82.95454545,0.441,344,5.212121212,1075,16.28787879,0.32,2070,31.36363636,4400,66.66666667,0.47,1008,15.27272727,1386,21,0.727,775,11.74242424,1975,29.92424242,2750,41.66666667,1262,527,7.984848485,417,6.318181818,1008,15.27272727,1405,6180,93.6,24.2,22,44,-4.8,-0.34,-5.14,101,106.2,92.5,0.253,0.196,0.508,0.472,14.2,27.3,0.184,0.492,14.2,70.9,0.229
1,82,19730,2971,6429,78.40243902,0.462,502,6.12195122,1427,17.40243902,0.352,2469,30.1097561,5002,61,0.494,1346,16.41463415,1728,21.07317073,0.779,762,9.292682927,2460,30,3222,39.29268293,1802,497,6.06097561,341,4.158536585,1118,13.63414634,1554,7790,95,27.4,39,43,-0.82,-0.28,-1.1,106.1,107,89.3,0.269,0.222,0.542,0.501,13.5,23.4,0.209,0.495,12.3,74.6,0.211
1,82,19780,3023,6219,75.84146341,0.486,408,4.975609756,1119,13.64634146,0.365,2615,31.8902439,5100,62.19512195,0.513,1459,17.79268293,1895,23.1097561,0.77,639,7.792682927,2542,31,3181,38.79268293,1921,676,8.243902439,344,4.195121951,1195,14.57317073,1678,7913,96.5,29.5,57,25,5.37,-0.54,4.83,106.2,100.3,90.4,0.305,0.18,0.561,0.519,14.5,21.1,0.235,0.469,14.8,74.7,0.235
0,82,19805,2873,6365,77.62195122,0.451,393,4.792682927,1203,14.67073171,0.327,2480,30.24390244,5162,62.95121951,0.48,1511,18.42682927,1999,24.37804878,0.756,848,10.34146341,2444,29.80487805,3292,40.14634146,1728,524,6.390243902,433,5.280487805,1192,14.53658537,1637,7650,93.3,26.9,29,53,-4,-0.08,-4.08,103.4,107.8,89.6,0.314,0.189,0.528,0.482,14.1,25.7,0.237,0.5,12.9,75.2,0.229
1,82,19830,3042,6587,80.32926829,0.462,511,6.231707317,1415,17.25609756,0.361,2531,30.86585366,5172,63.07317073,0.489,1492,18.19512195,2008,24.48780488,0.743,967,11.79268293,2654,32.36585366,3621,44.15853659,1827,592,7.219512195,468,5.707317073,1161,14.15853659,1639,8087,98.6,26.4,61,21,7.32,-0.79,6.53,108.3,100.3,90.4,0.305,0.215,0.541,0.501,13.5,29.4,0.227,0.463,13.6,76.2,0.222
0,82,19755,2886,6647,81.06097561,0.434,509,6.207317073,1489,18.15853659,0.342,2377,28.98780488,5158,62.90243902,0.461,1546,18.85365854,2075,25.30487805,0.745,856,10.43902439,2449,29.86585366,3305,40.30487805,1720,544,6.634146341,341,4.158536585,1166,14.2195122,1648,7827,95.5,26.6,18,64,-9.01,0.14,-8.88,102.2,111.8,93,0.312,0.224,0.518,0.472,13.4,24.2,0.233,0.524,12.7,73.3,0.211
1,82,19705,3069,6463,78.81707317,0.475,645,7.865853659,1768,21.56097561,0.365,2424,29.56097561,4695,57.25609756,0.516,1437,17.52439024,1850,22.56097561,0.777,780,9.512195122,2618,31.92682927,3398,41.43902439,1954,557,6.792682927,352,4.292682927,1145,13.96341463,1575,8220,100.2,30.9,53,29,4.23,0.18,4.41,109.7,105,91.3,0.286,0.274,0.565,0.525,13.6,24.1,0.222,0.488,13,74.8,0.206
1,82,19705,3145,6613,80.64634146,0.476,662,8.073170732,1704,20.7804878,0.388,2483,30.2804878,4909,59.86585366,0.506,1859,22.67073171,2429,29.62195122,0.765,791,9.646341463,2652,32.34146341,3443,41.98780488,1813,605,7.37804878,352,4.292682927,1157,14.1097561,1719,8811,107.5,27.3,54,28,4.76,0.05,4.81,112.3,107.3,95.6,0.367,0.258,0.574,0.526,13.1,23.9,0.281,0.5,12.7,75.4,0.224
0,82,19880,3056,6647,81.06097561,0.46,472,5.756097561,1256,15.31707317,0.376,2584,31.51219512,5391,65.74390244,0.479,1367,16.67073171,1854,22.6097561,0.737,931,11.35365854,2236,27.26829268,3167,38.62195122,1730,595,7.256097561,328,4,1067,13.01219512,1629,7951,97,27.2,31,51,-3.6,-0.18,-3.78,107.7,111.7,89.2,0.279,0.189,0.533,0.495,12.5,27.4,0.206,0.526,13.8,72.1,0.235
0,82,19830,3251,7047,85.93902439,0.461,685,8.353658537,1749,21.32926829,0.392,2566,31.29268293,5298,64.6097561,0.484,1290,15.73170732,1695,20.67073171,0.761,955,11.64634146,2370,28.90243902,3325,40.54878049,1847,737,8.987804878,406,4.951219512,1198,14.6097561,1806,8477,103.4,25.2,35,47,-2.33,0.33,-2,108.2,110.7,94.8,0.241,0.248,0.544,0.51,13.3,26.7,0.183,0.509,14.5,69.3,0.259
0,82,19880,3170,6975,85.06097561,0.454,677,8.256097561,1843,22.47560976,0.367,2493,30.40243902,5132,62.58536585,0.486,1668,20.34146341,2083,25.40243902,0.801,962,11.73170732,2549,31.08536585,3511,42.81707317,1955,581,7.085365854,371,4.524390244,1110,13.53658537,1641,8685,105.9,26.5,47,35,2.18,0.19,2.37,111.3,109,94.2,0.299,0.264,0.55,0.503,12.3,27.4,0.239,0.5,12.6,72.7,0.219
1,82,19780,3003,6787,82.76829268,0.442,585,7.134146341,1653,20.15853659,0.354,2418,29.48780488,5134,62.6097561,0.471,1592,19.41463415,2035,24.81707317,0.782,914,11.14634146,2657,32.40243902,3571,43.54878049,1611,584,7.12195122,456,5.56097561,1262,15.3902439,1782,8183,99.8,25.9,38,44,-1.07,-0.3,-1.38,104.8,106,94.7,0.3,0.244,0.533,0.486,14.1,25.9,0.235,0.487,12.8,74.1,0.237
0,82,19855,3015,6594,80.41463415,0.457,513,6.256097561,1519,18.52439024,0.338,2502,30.51219512,5075,61.8902439,0.493,1546,18.85365854,2187,26.67073171,0.707,955,11.64634146,2501,30.5,3456,42.14634146,1813,585,7.134146341,402,4.902439024,1343,16.37804878,1733,8089,98.6,24.6,32,50,-3.13,0.42,-2.71,105.3,108.7,92.8,0.332,0.23,0.535,0.496,15.1,28.4,0.234,0.499,12.8,73.2,0.25
1,82,19830,3128,6757,82.40243902,0.463,524,6.390243902,1487,18.13414634,0.352,2604,31.75609756,5270,64.26829268,0.494,1541,18.79268293,1979,24.13414634,0.779,989,12.06097561,2616,31.90243902,3605,43.96341463,1801,602,7.341463415,422,5.146341463,1073,13.08536585,1555,8321,101.5,30.2,58,24,6.11,-0.1,6.01,111,104.3,90.7,0.293,0.22,0.545,0.502,12.3,29.2,0.228,0.477,12.8,72.3,0.181
1,82,19880,3200,6801,82.93902439,0.471,309,3.768292683,926,11.29268293,0.334,2891,35.25609756,5875,71.64634146,0.492,1486,18.12195122,1981,24.15853659,0.75,970,11.82926829,2391,29.15853659,3361,40.98780488,1691,771,9.402439024,441,5.37804878,1145,13.96341463,1705,8195,99.9,25.2,48,34,2.34,0.2,2.55,107.6,105.1,91.9,0.291,0.136,0.534,0.493,13,28.9,0.218,0.502,15.7,72.5,0.228
1,82,19780,3031,6301,76.84146341,0.481,547,6.670731707,1479,18.03658537,0.37,2484,30.29268293,4822,58.80487805,0.515,1760,21.46341463,2288,27.90243902,0.769,790,9.634146341,2666,32.51219512,3456,42.14634146,1639,544,6.634146341,430,5.243902439,1142,13.92682927,1674,8369,102.1,29,61,21,7.46,-0.71,6.76,111.7,103.5,90.9,0.363,0.235,0.573,0.524,13.5,25.2,0.279,0.475,12.6,75.5,0.223
0,82,19830,2814,6544,79.80487805,0.43,483,5.890243902,1414,17.24390244,0.342,2331,28.42682927,5130,62.56097561,0.454,1423,17.35365854,1881,22.93902439,0.757,862,10.51219512,2480,30.24390244,3342,40.75609756,1545,617,7.524390244,399,4.865853659,1103,13.45121951,1682,7534,91.9,26.7,38,44,-0.84,-0.17,-1.02,101.6,102.5,89.8,0.287,0.216,0.511,0.467,13,24.7,0.217,0.481,14.7,74.8,0.236
0,82,19780,3090,7014,85.53658537,0.441,589,7.182926829,1565,19.08536585,0.376,2501,30.5,5449,66.45121951,0.459,1519,18.52439024,1977,24.1097561,0.768,1085,13.23170732,2556,31.17073171,3641,44.40243902,1650,592,7.219512195,422,5.146341463,1398,17.04878049,1825,8288,101.1,23.8,24,58,-6.63,0.67,-5.97,104.2,111.1,96.5,0.282,0.223,0.526,0.483,15.1,29.6,0.217,0.514,13.1,73.7,0.251
0,82,20005,2918,6638,80.95121951,0.44,459,5.597560976,1337,16.30487805,0.343,2459,29.98780488,5301,64.64634146,0.464,1427,17.40243902,1881,22.93902439,0.759,909,11.08536585,2440,29.75609756,3349,40.84146341,1723,458,5.585365854,384,4.682926829,1152,14.04878049,1807,7722,94.2,24.8,24,58,-6.24,-0.04,-6.28,103.1,109.9,89.9,0.283,0.201,0.517,0.474,13.4,26.1,0.215,0.503,11.8,74.2,0.241
1,82,19830,2944,6416,78.24390244,0.459,444,5.414634146,1232,15.02439024,0.36,2500,30.48780488,5184,63.2195122,0.482,1452,17.70731707,1897,23.13414634,0.765,824,10.04878049,2468,30.09756098,3292,40.14634146,1691,624,7.609756098,359,4.37804878,1069,13.03658537,1719,7784,94.9,26.3,44,38,0.89,0.39,1.28,106.2,105.2,88.7,0.296,0.192,0.537,0.493,12.8,25.1,0.226,0.501,14.4,76.2,0.22
1,82,19780,3140,6867,83.74390244,0.457,765,9.329268293,2081,25.37804878,0.368,2375,28.96341463,4786,58.36585366,0.496,1689,20.59756098,2087,25.45121951,0.809,847,10.32926829,2470,30.12195122,3317,40.45121951,1757,625,7.62195122,475,5.792682927,1123,13.69512195,1743,8734,106.5,25.3,43,39,0.78,-0.3,0.48,110.9,110.1,95.6,0.304,0.303,0.561,0.513,12.6,24.2,0.246,0.511,13.8,71.9,0.24
1,82,20005,3066,6609,80.59756098,0.464,487,5.93902439,1403,17.1097561,0.347,2579,31.45121951,5206,63.48780488,0.495,1977,24.1097561,2401,29.2804878,0.823,903,11.01219512,2604,31.75609756,3507,42.76829268,1672,654,7.975609756,487,5.93902439,1156,14.09756098,1836,8596,104.8,23.7,51,31,3.79,0.02,3.81,111.2,107.2,92.7,0.363,0.212,0.561,0.501,13.1,27.4,0.299,0.493,12.9,73.6,0.228
1,82,19830,2956,6411,78.18292683,0.461,770,9.390243902,2103,25.64634146,0.366,2186,26.65853659,4308,52.53658537,0.507,1453,17.7195122,2101,25.62195122,0.692,864,10.53658537,2679,32.67073171,3543,43.20731707,1636,548,6.682926829,384,4.682926829,1224,14.92682927,1640,8135,99.2,27.6,56,26,5.46,-0.54,4.92,107.9,102,91.2,0.328,0.328,0.554,0.521,14.3,26.1,0.227,0.475,13.3,76.9,0.219
1,82,19930,3125,6776,82.63414634,0.461,443,5.402439024,1248,15.2195122,0.355,2682,32.70731707,5528,67.41463415,0.485,1426,17.3902439,1851,22.57317073,0.77,850,10.36585366,2578,31.43902439,3428,41.80487805,1861,621,7.573170732,355,4.329268293,1063,12.96341463,1592,8119,99,24.7,45,37,1.5,-0.5,1.01,106.6,105,91.7,0.273,0.184,0.535,0.494,12.3,24.6,0.21,0.487,13.5,74.5,0.231
0,82,20005,3219,6844,83.46341463,0.47,701,8.548780488,1857,22.64634146,0.377,2518,30.70731707,4987,60.81707317,0.505,1472,17.95121951,1939,23.64634146,0.759,821,10.01219512,2478,30.2195122,3299,40.23170732,1945,545,6.646341463,357,4.353658537,1169,14.25609756,1666,8611,105,29.6,39,43,-0.89,0.43,-0.46,109.5,110.4,94.4,0.283,0.271,0.559,0.522,13.2,23.7,0.215,0.513,13.1,71.6,0.211
1,82,19805,2951,6599,80.47560976,0.447,518,6.317073171,1503,18.32926829,0.345,2433,29.67073171,5096,62.14634146,0.477,1476,18,1835,22.37804878,0.804,996,12.14634146,2230,27.19512195,3226,39.34146341,1736,660,8.048780488,358,4.365853659,1070,13.04878049,1585,7896,96.3,26.7,46,36,1.52,0.32,1.85,108.8,107.1,87.9,0.278,0.228,0.533,0.486,12.6,29.5,0.224,0.51,15.4,72,0.231
0,82,19855,3134,6979,85.1097561,0.449,428,5.219512195,1277,15.57317073,0.335,2706,33,5702,69.53658537,0.475,1455,17.74390244,1981,24.15853659,0.734,1071,13.06097561,2526,30.80487805,3597,43.86585366,1675,608,7.414634146,391,4.768292683,1324,16.14634146,1805,8151,99.4,24.8,27,55,-5.34,0.54,-4.8,103.5,109,95.2,0.284,0.183,0.519,0.48,14.4,29.9,0.208,0.513,13.5,74.4,0.233
1,82,19780,3148,6628,80.82926829,0.475,685,8.353658537,1727,21.06097561,0.397,2463,30.03658537,4901,59.76829268,0.503,1521,18.54878049,1984,24.19512195,0.767,829,10.1097561,2603,31.74390244,3432,41.85365854,1836,602,7.341463415,372,4.536585366,1101,13.42682927,1556,8502,103.7,28.8,56,26,5.71,0.16,5.86,111.8,105.6,92.3,0.299,0.261,0.567,0.527,12.8,24.9,0.229,0.491,12.6,74.6,0.19
0,82,19780,3144,6755,82.37804878,0.465,345,4.207317073,1091,13.30487805,0.316,2799,34.13414634,5664,69.07317073,0.494,1491,18.18292683,1976,24.09756098,0.755,963,11.74390244,2343,28.57317073,3306,40.31707317,1795,581,7.085365854,350,4.268292683,1206,14.70731707,1807,8124,99.1,24.5,24,58,-6.28,0.01,-6.28,106.1,112.9,92.9,0.293,0.162,0.533,0.491,13.7,28.2,0.221,0.522,13,72,0.251
0,82,19880,3064,6590,80.36585366,0.465,435,5.304878049,1256,15.31707317,0.346,2629,32.06097561,5334,65.04878049,0.493,1590,19.3902439,2061,25.13414634,0.771,898,10.95121951,2338,28.51219512,3236,39.46341463,1921,629,7.670731707,484,5.902439024,1175,14.32926829,1865,8153,99.4,26.8,36,46,-1.83,0.39,-1.44,108.1,110.1,91,0.313,0.191,0.544,0.498,13.5,27,0.241,0.505,13.8,71.7,0.275
0,82,19930,3048,6888,84,0.443,392,4.780487805,1182,14.41463415,0.332,2656,32.3902439,5706,69.58536585,0.465,1489,18.15853659,1999,24.37804878,0.745,1013,12.35365854,2374,28.95121951,3387,41.30487805,1592,665,8.109756098,502,6.12195122,1258,15.34146341,1850,7977,97.3,24.9,22,60,-7.4,0.11,-7.3,102.4,110.2,93.8,0.29,0.172,0.513,0.471,13.9,28,0.216,0.512,14.4,70.5,0.249
1,82,19855,3181,6801,82.93902439,0.468,524,6.390243902,1455,17.74390244,0.36,2657,32.40243902,5346,65.19512195,0.497,1452,17.70731707,1914,23.34146341,0.759,969,11.81707317,2451,29.8902439,3420,41.70731707,1789,592,7.219512195,413,5.036585366,980,11.95121951,1632,8338,101.7,26.5,54,28,4.66,-0.22,4.44,111.9,106.7,90.1,0.281,0.214,0.545,0.506,11.4,28.2,0.213,0.496,13.2,72.7,0.208
1,82,19780,3039,6294,76.75609756,0.483,499,6.085365854,1433,17.47560976,0.348,2540,30.97560976,4861,59.2804878,0.523,1559,19.01219512,2090,25.48780488,0.746,716,8.731707317,2449,29.86585366,3165,38.59756098,1930,701,8.548780488,402,4.902439024,1219,14.86585366,1816,8136,99.2,29.4,52,30,3.66,-0.29,3.37,107.7,103.8,91.6,0.332,0.228,0.564,0.522,14.5,22.8,0.248,0.487,14.9,73.8,0.251
1,82,19880,2858,6306,76.90243902,0.453,460,5.609756098,1331,16.23170732,0.346,2398,29.24390244,4975,60.67073171,0.482,1637,19.96341463,2180,26.58536585,0.751,858,10.46341463,2490,30.36585366,3348,40.82926829,1658,632,7.707317073,446,5.43902439,1290,15.73170732,1597,7813,95.3,27.4,45,37,1.46,-0.17,1.3,104.4,102.8,90.4,0.346,0.211,0.538,0.49,15.1,26.5,0.26,0.491,14.7,74.2,0.194
1,82,19905,3081,6825,83.23170732,0.451,352,4.292682927,1066,13,0.33,2729,33.2804878,5759,70.23170732,0.474,1479,18.03658537,1962,23.92682927,0.754,937,11.42682927,2715,33.1097561,3652,44.53658537,1704,531,6.475609756,478,5.829268293,1175,14.32926829,1648,7993,97.5,26.2,36,46,-1.63,0,-1.64,103.5,105.3,93.1,0.287,0.156,0.52,0.477,13.3,26.6,0.217,0.484,12.3,74.8,0.212
1,82,19780,3101,6391,77.93902439,0.485,602,7.341463415,1582,19.29268293,0.381,2499,30.47560976,4809,58.64634146,0.52,1569,19.13414634,2180,26.58536585,0.72,791,9.646341463,2692,32.82926829,3483,42.47560976,1835,564,6.87804878,425,5.182926829,1137,13.86585366,1591,8373,102.1,28,59,23,6.52,-0.36,6.17,111.2,104.1,91.4,0.341,0.248,0.57,0.532,13.4,25.1,0.246,0.482,12.3,77.2,0.218
1,82,19880,3140,6760,82.43902439,0.464,558,6.804878049,1498,18.26829268,0.372,2582,31.48780488,5262,64.17073171,0.491,1526,18.6097561,1870,22.80487805,0.816,834,10.17073171,2586,31.53658537,3420,41.70731707,1917,624,7.609756098,449,5.475609756,1059,12.91463415,1563,8364,102,30.7,49,33,2.72,-0.06,2.66,109.2,106.3,92.5,0.277,0.222,0.552,0.506,12.3,24.3,0.226,0.495,13.6,73.7,0.206
1,82,19780,3124,6678,81.43902439,0.468,544,6.634146341,1517,18.5,0.359,2580,31.46341463,5161,62.93902439,0.5,1937,23.62195122,2508,30.58536585,0.772,889,10.84146341,2505,30.54878049,3394,41.3902439,1719,683,8.329268293,417,5.085365854,1136,13.85365854,1844,8729,106.5,27.7,52,30,4.09,0.06,4.15,111.8,107.5,94.8,0.376,0.227,0.561,0.509,12.7,26.1,0.29,0.495,13.8,72.4,0.251
0,82,19780,2940,6602,80.51219512,0.445,374,4.56097561,1190,14.51219512,0.314,2566,31.29268293,5412,66,0.474,1455,17.74390244,1998,24.36585366,0.728,1053,12.84146341,2242,27.34146341,3295,40.18292683,1591,596,7.268292683,313,3.817073171,1100,13.41463415,1822,7709,94,26.7,26,56,-5.11,0.09,-5.02,105.6,111.4,88.5,0.303,0.18,0.515,0.474,12.8,30.3,0.22,0.526,14.2,73.4,0.264
0,82,19730,3329,7094,86.51219512,0.469,633,7.719512195,1687,20.57317073,0.375,2696,32.87804878,5407,65.93902439,0.499,1631,19.8902439,2085,25.42682927,0.782,753,9.182926829,2397,29.23170732,3150,38.41463415,1839,761,9.280487805,340,4.146341463,1204,14.68292683,1886,8922,108.8,25.1,32,50,-3.6,0.32,-3.28,108.1,111.7,100.4,0.294,0.238,0.557,0.514,13.1,20.9,0.23,0.525,15.1,68.5,0.26
0,82,19905,3094,6923,84.42682927,0.447,646,7.87804878,1838,22.41463415,0.351,2448,29.85365854,5085,62.01219512,0.481,1561,19.03658537,2022,24.65853659,0.772,971,11.84146341,2471,30.13414634,3442,41.97560976,1790,583,7.109756098,318,3.87804878,1188,14.48780488,1712,8395,102.4,26,40,42,-0.37,0.35,-0.02,107.6,108,94,0.292,0.265,0.537,0.494,13.2,26.9,0.225,0.511,13.6,73.8,0.215
0,82,19705,3020,6823,83.20731707,0.443,659,8.036585366,1896,23.12195122,0.348,2361,28.79268293,4927,60.08536585,0.479,1564,19.07317073,2019,24.62195122,0.775,785,9.573170732,2618,31.92682927,3403,41.5,1730,585,7.134146341,439,5.353658537,1232,15.02439024,1848,8263,100.8,26.6,33,49,-3.01,-0.1,-3.11,103.7,106.8,97.1,0.296,0.278,0.536,0.491,13.8,21.6,0.229,0.49,13.4,73,0.258
0,82,19705,3002,6601,80.5,0.455,483,5.890243902,1457,17.76829268,0.332,2519,30.7195122,5144,62.73170732,0.49,1362,16.6097561,1867,22.76829268,0.73,927,11.30487805,2502,30.51219512,3429,41.81707317,1810,532,6.487804878,466,5.682926829,1285,15.67073171,1581,7849,95.7,27.3,24,58,-6.35,0.34,-6.01,103.3,110.1,92.6,0.283,0.221,0.529,0.491,14.8,27.1,0.206,0.509,12.2,74,0.214
1,82,19830,3144,6875,83.84146341,0.457,532,6.487804878,1562,19.04878049,0.341,2612,31.85365854,5313,64.79268293,0.492,1519,18.52439024,1985,24.20731707,0.765,973,11.86585366,2662,32.46341463,3635,44.32926829,1730,612,7.463414634,400,4.87804878,1096,13.36585366,1592,8339,101.7,28.4,54,28,4.72,0.06,4.78,108.8,103.7,92.8,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195
0,82,19905,3223,6875,83.84146341,0.469,344,4.195121951,1020,12.43902439,0.337,2879,35.1097561,5855,71.40243902,0.492,1614,19.68292683,2202,26.85365854,0.733,1070,13.04878049,2496,30.43902439,3566,43.48780488,1543,645,7.865853659,399,4.865853659,1248,15.2195122,1655,8404,102.5,24.1,37,45,-1.51,0.13,-1.39,108.3,109.9,93.6,0.32,0.148,0.536,0.494,13.7,31.3,0.235,0.52,13.2,73.3,0.205
1,82,19880,2984,6518,79.48780488,0.458,494,6.024390244,1426,17.3902439,0.346,2490,30.36585366,5092,62.09756098,0.489,1452,17.70731707,1931,23.54878049,0.752,875,10.67073171,2553,31.13414634,3428,41.80487805,1548,605,7.37804878,457,5.573170732,1079,13.15853659,1710,7914,96.5,27.1,48,34,2.28,-0.29,1.99,106.6,104.1,89.6,0.296,0.219,0.537,0.496,12.8,26.1,0.223,0.48,13.9,74.9,0.246
1,82,19980,3050,6998,85.34146341,0.436,645,7.865853659,1813,22.1097561,0.356,2405,29.32926829,5185,63.23170732,0.464,1264,15.41463415,1675,20.42682927,0.755,965,11.76829268,2560,31.2195122,3525,42.98780488,1740,580,7.073170732,385,4.695121951,1085,13.23170732,1823,8009,97.7,26.4,46,36,1.7,-0.32,1.37,104.9,103.1,91.7,0.239,0.259,0.518,0.482,12.3,26.2,0.181,0.486,14.6,76.4,0.266
0,82,19780,3106,6923,84.42682927,0.449,403,4.914634146,1181,14.40243902,0.341,2703,32.96341463,5742,70.02439024,0.471,1436,17.51219512,1926,23.48780488,0.746,962,11.73170732,2556,31.17073171,3518,42.90243902,1626,597,7.280487805,306,3.731707317,1333,16.25609756,1699,8051,98.2,24.1,17,65,-9.6,0.54,-9.06,101.7,111.6,96.1,0.278,0.171,0.518,0.478,14.6,26.7,0.207,0.525,13,73.6,0.22
0,82,19780,2813,6554,79.92682927,0.429,377,4.597560976,1185,14.45121951,0.318,2436,29.70731707,5369,65.47560976,0.454,1572,19.17073171,2015,24.57317073,0.78,897,10.93902439,2358,28.75609756,3255,39.69512195,1540,573,6.987804878,393,4.792682927,1182,14.41463415,1643,7575,92.4,24.8,17,65,-9.12,0.19,-8.93,100.6,110.5,91.4,0.307,0.181,0.509,0.458,13.7,25.1,0.24,0.517,13.3,71.8,0.229
0,82,19830,3178,6842,83.43902439,0.464,571,6.963414634,1572,19.17073171,0.363,2607,31.79268293,5270,64.26829268,0.495,1293,15.76829268,1661,20.25609756,0.778,852,10.3902439,2450,29.87804878,3302,40.26829268,1828,625,7.62195122,300,3.658536585,1103,13.45121951,1606,8220,100.2,27.5,34,48,-2.46,0.19,-2.27,107.4,110.1,92.6,0.243,0.23,0.543,0.506,12.7,24.8,0.189,0.523,13.5,73.8,0.205
0,82,19880,3127,6876,83.85365854,0.455,743,9.06097561,2145,26.15853659,0.346,2384,29.07317073,4731,57.69512195,0.504,1376,16.7804878,1759,21.45121951,0.782,836,10.19512195,2477,30.20731707,3313,40.40243902,1772,586,7.146341463,305,3.719512195,1148,14,1638,8373,102.1,25.4,31,51,-3.82,-0.19,-4.01,107.6,111.6,94,0.256,0.312,0.547,0.509,13,23.5,0.2,0.526,13.3,72.1,0.207
1,82,19805,3063,6629,80.84146341,0.462,418,5.097560976,1229,14.98780488,0.34,2645,32.25609756,5400,65.85365854,0.49,1778,21.68292683,2210,26.95121951,0.805,960,11.70731707,2607,31.79268293,3567,43.5,1639,654,7.975609756,481,5.865853659,1227,14.96341463,1743,8322,101.5,23.2,51,31,3.49,0.06,3.55,108.3,104.6,93.1,0.333,0.185,0.547,0.494,13.9,28.6,0.268,0.483,14,73.6,0.229
1,82,19730,3005,6394,77.97560976,0.47,841,10.25609756,2241,27.32926829,0.375,2164,26.3902439,4153,50.64634146,0.521,1575,19.20731707,2176,26.53658537,0.724,810,9.87804878,2736,33.36585366,3546,43.24390244,1615,512,6.243902439,456,5.56097561,1155,14.08536585,1629,8426,102.8,27.9,61,21,7.49,-0.37,7.12,111.4,103.3,92,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205
0,82,19805,3087,6706,81.7804878,0.46,474,5.780487805,1381,16.84146341,0.343,2613,31.86585366,5325,64.93902439,0.491,1366,16.65853659,1808,22.04878049,0.756,941,11.47560976,2421,29.52439024,3362,41,1723,667,8.134146341,439,5.353658537,1192,14.53658537,1677,8014,97.7,25.4,30,52,-3.9,-0.03,-3.93,106.1,110.3,91.6,0.27,0.206,0.534,0.496,13.7,27.6,0.204,0.518,13.8,73.2,0.231
