Playoff,FG_G,FGA_G,Fgper,Three_P_G,Three_PA_G,Three_Pper,Two_P_G,Two_PA_G,Two_Pper,FT_G,FTA_G,Ftper,ORB_G,DRB_G,TRB_G,AST_G,STL_G,BLK_G,TOV_G,PF_G,Age,FTr,Three_PAr,Tsper,eFGper,TOVper,ORBper,FT_FGA,eFGperOp,TOVperOp,DRBperDef,FT_FGA_Op
0,33.7195122,82.64634146,0.408,8.43902439,26.34146341,0.32,25.2804878,56.30487805,0.449,16.09756098,23.81707317,0.676,11.92682927,30.92682927,42.85365854,20.52439024,9.62195122,5.93902439,17.7195122,21.68292683,23.2,0.288,0.319,0.494,0.459,16,25.5,0.195,0.497,15.2,73,0.225
1,36.59756098,82.8902439,0.442,7.865853659,22.25609756,0.353,28.73170732,60.63414634,0.474,19.73170732,25.20731707,0.783,11.69512195,34.04878049,45.74390244,21.7195122,6.268292683,5.804878049,13.96341463,18.23170732,28.8,0.304,0.269,0.536,0.489,12.9,27,0.238,0.473,11.3,74.4,0.182
1,36.97560976,79.84146341,0.463,6.475609756,17.85365854,0.363,30.5,61.98780488,0.492,19.04878049,24.17073171,0.788,9.207317073,30.24390244,39.45121951,22.2195122,7.085365854,3.914634146,13.46341463,20.3902439,26,0.303,0.224,0.55,0.504,13,22.2,0.239,0.503,14.3,74.5,0.219
1,36.70731707,78.56097561,0.467,6.524390244,17.12195122,0.381,30.18292683,61.43902439,0.491,20.07317073,24.93902439,0.805,11.2195122,30.67073171,41.8902439,19.90243902,6.829268293,4.975609756,13.90243902,22.40243902,28.1,0.317,0.218,0.559,0.509,13.4,28.7,0.256,0.477,14.2,75,0.265
1,38.95121951,82.70731707,0.471,8.097560976,22.42682927,0.361,30.85365854,60.2804878,0.512,20.15853659,25.02439024,0.806,10.81707317,33.91463415,44.73170732,21.87804878,8.268292683,6.109756098,15.31707317,22.65853659,26.2,0.303,0.271,0.566,0.52,14,26.5,0.244,0.488,13.9,75.6,0.221
0,35.34146341,78.86585366,0.448,4.646341463,13.43902439,0.346,30.69512195,65.42682927,0.469,15.40243902,21.07317073,0.731,12.68292683,28.97560976,41.65853659,21.56097561,7.475609756,5.402439024,14.79268293,18.95121951,27.6,0.267,0.17,0.515,0.478,14.4,31.2,0.195,0.482,13.3,70,0.186
0,37.73170732,84.42682927,0.447,7.87804878,22.41463415,0.351,29.85365854,62.01219512,0.481,19.03658537,24.65853659,0.772,11.84146341,30.13414634,41.97560976,21.82926829,7.109756098,3.87804878,14.48780488,20.87804878,26,0.292,0.265,0.537,0.494,13.2,26.9,0.225,0.511,13.6,73.8,0.215
1,38.58536585,82.98780488,0.465,5.902439024,17.56097561,0.336,32.68292683,65.42682927,0.5,22.2804878,29.86585366,0.746,12.20731707,31.19512195,43.40243902,23.41463415,8.268292683,5.304878049,16.48780488,21.41463415,26.5,0.36,0.212,0.548,0.501,14.6,28.9,0.268,0.499,14.5,71.8,0.203
0,37,81.45121951,0.454,3.902439024,11.17073171,0.349,33.09756098,70.2804878,0.471,21.6097561,28.47560976,0.759,12.65853659,31.02439024,43.68292683,19.30487805,7.719512195,5.37804878,16.12195122,23.62195122,26.5,0.35,0.137,0.529,0.478,14.6,29.9,0.265,0.484,13.2,71.3,0.255
0,38.06097561,81.87804878,0.465,6.390243902,17.95121951,0.356,31.67073171,63.92682927,0.495,17.14634146,23.40243902,0.733,11.47560976,27.70731707,39.18292683,21.59756098,7.158536585,2.731707317,15.12195122,22.20731707,26,0.286,0.219,0.541,0.504,14.1,27.6,0.209,0.522,14.5,68.1,0.234
1,35.7195122,78.24390244,0.457,9.963414634,26.18292683,0.381,25.75609756,52.06097561,0.495,19.64634146,27.47560976,0.715,9.987804878,33.26829268,43.25609756,19.42682927,6.951219512,5.353658537,13.92682927,20.29268293,27.3,0.351,0.335,0.559,0.52,13.4,24,0.251,0.465,12.3,75.9,0.209
1,38.09756098,82.70731707,0.461,10.57317073,28.8902439,0.366,27.52439024,53.81707317,0.511,19.18292683,25.45121951,0.754,11.08536585,32.34146341,43.42682927,23.19512195,8.280487805,4.37804878,16.43902439,20.26829268,24.4,0.308,0.349,0.564,0.525,14.9,26.4,0.232,0.502,13.5,75.2,0.196
1,38.14634146,82.40243902,0.463,6.390243902,18.13414634,0.352,31.75609756,64.26829268,0.494,18.79268293,24.13414634,0.779,12.06097561,31.90243902,43.96341463,21.96341463,7.341463415,5.146341463,13.08536585,18.96341463,30.2,0.293,0.22,0.545,0.502,12.3,29.2,0.228,0.477,12.8,72.3,0.181
1,37.43902439,83.17073171,0.45,6.841463415,19.68292683,0.348,30.59756098,63.48780488,0.482,22.62195122,29.57317073,0.765,12.17073171,29.01219512,41.18292683,20.24390244,7.743902439,4.573170732,13.81707317,22.23170732,26.8,0.356,0.237,0.542,0.491,12.6,28.1,0.272,0.517,14.4,71,0.249
1,35.68292683,81.68292683,0.437,5.43902439,15.42682927,0.353,30.24390244,66.25609756,0.456,16.37804878,21.19512195,0.773,12.51219512,30.65853659,43.17073171,23,7.170731707,5.085365854,14.2804878,19.7195122,28,0.259,0.189,0.512,0.47,13.6,29.4,0.201,0.477,13.2,73.6,0.206
1,35.95121951,77.74390244,0.462,5.073170732,13.57317073,0.374,30.87804878,64.17073171,0.481,22.17073171,28.31707317,0.783,12.56097561,29.64634146,42.20731707,17.96341463,7.231707317,5.951219512,13.56097561,22.36585366,27.5,0.364,0.175,0.55,0.495,13.1,31.8,0.285,0.475,13.7,72.2,0.257
1,38.07317073,81.98780488,0.464,4.93902439,13.98780488,0.353,33.13414634,68,0.487,15.06097561,20.31707317,0.741,11.58536585,30.80487805,42.3902439,21.85365854,7.695121951,4.573170732,13.70731707,19.12195122,28.5,0.248,0.171,0.529,0.494,13.1,28.3,0.184,0.497,13.8,75.7,0.199
1,35.92682927,82.14634146,0.437,6.158536585,17.7195122,0.348,29.76829268,64.42682927,0.462,21.1097561,26.75609756,0.789,11.08536585,30.92682927,42.01219512,20.85365854,9.219512195,3.914634146,15.53658537,22.90243902,26.4,0.326,0.216,0.528,0.475,14.2,25.4,0.257,0.485,15.4,72.7,0.267
1,38.35365854,80.64634146,0.476,8.073170732,20.7804878,0.388,30.2804878,59.86585366,0.506,22.67073171,29.62195122,0.765,9.646341463,32.34146341,41.98780488,22.1097561,7.37804878,4.292682927,14.1097561,20.96341463,27.3,0.367,0.258,0.574,0.526,13.1,23.9,0.281,0.5,12.7,75.4,0.224
1,36.04878049,78.67073171,0.458,7.280487805,19.91463415,0.366,28.76829268,58.75609756,0.49,18.74390244,25.42682927,0.737,10.6097561,29.41463415,40.02439024,20.20731707,7.353658537,4.585365854,12.7804878,19.63414634,25.8,0.323,0.253,0.546,0.504,12.5,26,0.238,0.494,13.2,71.6,0.21
1,35.87804878,79.07317073,0.454,5.475609756,15.91463415,0.344,30.40243902,63.15853659,0.481,18.76829268,24.24390244,0.774,11.56097561,28.95121951,40.51219512,21.56097561,7.109756098,5.756097561,12.20731707,20.3902439,29,0.307,0.201,0.535,0.488,12,28.3,0.237,0.477,14.3,70.9,0.234
0,35.14634146,82.02439024,0.428,6.829268293,19.68292683,0.347,28.31707317,62.34146341,0.454,14.76829268,19.20731707,0.769,10.57317073,29.79268293,40.36585366,21.29268293,7.012195122,4.658536585,14.70731707,21.56097561,26.9,0.234,0.24,0.508,0.47,14,24.5,0.18,0.512,13.3,73.1,0.234
1,35.66666667,81.43939394,0.438,5.939393939,16.12121212,0.368,29.72727273,65.31818182,0.455,20.43939394,26.12121212,0.782,12.51515152,31.36363636,43.87878788,18.60606061,7.924242424,5.409090909,14.01515152,21.66666667,26.3,0.321,0.198,0.526,0.474,13.1,29.2,0.251,0.476,14.1,72.3,0.222
0,34.27272727,80.60606061,0.425,7.681818182,22.43939394,0.342,26.59090909,58.16666667,0.457,16.86363636,21.71212121,0.777,11.86363636,28.46969697,40.33333333,19.86363636,7.46969697,3.939393939,15.07575758,19.21212121,26.1,0.269,0.278,0.516,0.473,14.3,27.8,0.209,0.513,13.7,70.7,0.209
0,36.82926829,83.20731707,0.443,8.036585366,23.12195122,0.348,28.79268293,60.08536585,0.479,19.07317073,24.62195122,0.775,9.573170732,31.92682927,41.5,21.09756098,7.134146341,5.353658537,15.02439024,22.53658537,26.6,0.296,0.278,0.536,0.491,13.8,21.6,0.229,0.49,13.4,73,0.258
0,35.65853659,77.65853659,0.459,2.817073171,8.158536585,0.345,32.84146341,69.5,0.473,21.58536585,27.73170732,0.778,11.95121951,29.93902439,41.8902439,23.18292683,7.304878049,5.146341463,15.73170732,22.18292683,25.5,0.357,0.105,0.533,0.477,14.9,30.3,0.278,0.48,13,71.3,0.235
0,35.92682927,79.2195122,0.454,5.170731707,14.07317073,0.367,30.75609756,65.14634146,0.472,20.19512195,26.91463415,0.75,13.03658537,27.2195122,40.25609756,19.81707317,7.158536585,4.804878049,15.65853659,25.04878049,22.7,0.34,0.178,0.534,0.486,14.7,31.4,0.255,0.513,14.1,69.5,0.275
1,35.81707317,81.67073171,0.439,6.731707317,18.82926829,0.358,29.08536585,62.84146341,0.463,18.01219512,25.13414634,0.717,13.31707317,31.25609756,44.57317073,20,7.06097561,5.207317073,13.96341463,20.87804878,27.1,0.308,0.231,0.52,0.48,13.1,30.4,0.221,0.494,12.9,75.9,0.24
1,38.02439024,80.52439024,0.472,9.5,26.57317073,0.358,28.52439024,53.95121951,0.529,22.12195122,31.08536585,0.712,11.2195122,34.1097561,45.32926829,21.40243902,7.573170732,5.62195122,16.13414634,20.43902439,25.4,0.386,0.33,0.571,0.531,14.6,27.4,0.275,0.489,12.5,74.1,0.193
0,36.6097561,80.5,0.455,5.890243902,17.76829268,0.332,30.7195122,62.73170732,0.49,16.6097561,22.76829268,0.73,11.30487805,30.51219512,41.81707317,22.07317073,6.487804878,5.682926829,15.67073171,19.2804878,27.3,0.283,0.221,0.529,0.491,14.8,27.1,0.206,0.509,12.2,74,0.214
0,36.76829268,80.41463415,0.457,6.256097561,18.52439024,0.338,30.51219512,61.8902439,0.493,18.85365854,26.67073171,0.707,11.64634146,30.5,42.14634146,22.1097561,7.134146341,4.902439024,16.37804878,21.13414634,24.6,0.332,0.23,0.535,0.496,15.1,28.4,0.234,0.499,12.8,73.2,0.25
0,37.08536585,85.82926829,0.432,8.573170732,24.91463415,0.344,28.51219512,60.91463415,0.468,15.75609756,22.41463415,0.703,12.81707317,32.07317073,44.8902439,21.59756098,7.597560976,4.670731707,13.40243902,19.01219512,25.9,0.261,0.29,0.515,0.482,12.3,27.7,0.184,0.502,13.1,75,0.192
1,36.74242424,82.15151515,0.447,4.196969697,12.86363636,0.326,32.54545455,69.28787879,0.47,17.3030303,22.78787879,0.759,12.59090909,29.45454545,42.04545455,19.54545455,9.560606061,5.227272727,14.46969697,19.93939394,25.6,0.277,0.157,0.515,0.473,13.6,29.8,0.211,0.485,16.3,72.7,0.227
1,34.67073171,80.20731707,0.432,6.195121951,17.79268293,0.348,28.47560976,62.41463415,0.456,18.12195122,23.26829268,0.779,11.42682927,32.7195122,44.14634146,22.68292683,7.243902439,5.170731707,14.91463415,19.08536585,28.6,0.29,0.222,0.518,0.471,14.2,27.2,0.226,0.471,13.7,75.4,0.189
0,36.74390244,80.96341463,0.454,7.414634146,19.75609756,0.375,29.32926829,61.20731707,0.479,20.15853659,25.47560976,0.791,10.53658537,27.93902439,38.47560976,19.42682927,6.451219512,3.317073171,13.06097561,23.96341463,25.9,0.315,0.244,0.548,0.5,12.4,25.4,0.249,0.53,13.5,73.3,0.263
1,37.3902439,80.59756098,0.464,5.93902439,17.1097561,0.347,31.45121951,63.48780488,0.495,24.1097561,29.2804878,0.823,11.01219512,31.75609756,42.76829268,20.3902439,7.975609756,5.93902439,14.09756098,22.3902439,23.7,0.363,0.212,0.561,0.501,13.1,27.4,0.299,0.493,12.9,73.6,0.228
1,33.97560976,76.51219512,0.444,6.536585366,18.73170732,0.349,27.43902439,57.7804878,0.475,19.40243902,26.31707317,0.737,10.95121951,31.20731707,42.15853659,19.8902439,7.292682927,4.987804878,15.29268293,22.20731707,27.3,0.344,0.245,0.533,0.487,14.8,27.1,0.254,0.464,13,72.6,0.232
1,39.76829268,85.95121951,0.463,8.536585366,23.98780488,0.356,31.23170732,61.96341463,0.504,18.47560976,25.76829268,0.717,11.46341463,29.95121951,41.41463415,23.7804878,9.146341463,5.682926829,15.96341463,23.57317073,24.6,0.3,0.279,0.548,0.512,14.1,25.6,0.215,0.506,16.1,69.6,0.264
1,39.1097561,87,0.45,9.390243902,25.25609756,0.372,29.7195122,61.74390244,0.481,19.13414634,23.48780488,0.815,12.46341463,33.97560976,46.43902439,23.2195122,5.536585366,4.719512195,13.7195122,19.2195122,25.8,0.27,0.29,0.548,0.504,12.4,28,0.22,0.488,11,74.7,0.194
0,35.79268293,79.82926829,0.448,6.56097561,17.3902439,0.377,29.23170732,62.43902439,0.468,17.2195122,22.45121951,0.767,10.98780488,29.73170732,40.7195122,21.13414634,5.548780488,4.390243902,12.87804878,20.02439024,24.1,0.281,0.218,0.532,0.489,12.6,26.8,0.216,0.491,12.1,71.8,0.212
1,36.2804878,79.90243902,0.454,4.682926829,13.14634146,0.356,31.59756098,66.75609756,0.473,20.97560976,27.15853659,0.772,12.29268293,29.92682927,42.2195122,22,7.317073171,5.463414634,14.91463415,20.40243902,24.2,0.34,0.165,0.535,0.483,14,29.7,0.263,0.501,12.9,71.7,0.217
1,36.26829268,78.69512195,0.461,5.987804878,16.92682927,0.354,30.2804878,61.76829268,0.49,19.58536585,24.79268293,0.79,11.13414634,29.06097561,40.19512195,20.41463415,6.37804878,4.268292683,12.34146341,20.91463415,26.6,0.315,0.215,0.547,0.499,12.1,28.2,0.249,0.502,13.3,74.8,0.219
1,36.95454545,81.3030303,0.455,7.787878788,21.83333333,0.357,29.16666667,59.46969697,0.49,15.84848485,23.3030303,0.68,12.12121212,29.43939394,41.56060606,20.98484848,8.424242424,4.772727273,13.31818182,21.1969697,27.3,0.287,0.269,0.533,0.502,12.7,29.5,0.195,0.492,14.2,73.2,0.245
0,35.63414634,82.35365854,0.433,3.012195122,9.585365854,0.314,32.62195122,72.76829268,0.448,18.63414634,24.75609756,0.753,13.63414634,31.93902439,45.57317073,22.04878049,7.134146341,6.548780488,14.82926829,21.25609756,24.9,0.301,0.116,0.498,0.451,13.7,31.1,0.226,0.469,12.3,73,0.221
1,37.29268293,81.59756098,0.457,5.646341463,15.52439024,0.364,31.64634146,66.07317073,0.479,22.26829268,28.2195122,0.789,12.07317073,30.85365854,42.92682927,19.63414634,8.634146341,5.62195122,13.43902439,22.2804878,27.7,0.346,0.19,0.545,0.492,12.5,28.6,0.273,0.472,14.3,70.2,0.239
1,41.36585366,82.70731707,0.5,8.463414634,21.51219512,0.393,32.90243902,61.19512195,0.538,18.87804878,24.1097561,0.783,8.780487805,32.7195122,41.5,26.68292683,6.487804878,6.317073171,14.43902439,19.91463415,29.3,0.292,0.26,0.59,0.551,13.4,22.4,0.228,0.488,11.8,70.9,0.191
1,36.57317073,77.17073171,0.474,7.256097561,19.03658537,0.381,29.31707317,58.13414634,0.504,18.12195122,24.14634146,0.751,9.280487805,31.42682927,40.70731707,22.12195122,7.158536585,5.085365854,13.86585366,19.36585366,30.4,0.313,0.247,0.561,0.521,13.6,24.2,0.235,0.471,14,75.7,0.201
1,38.34146341,83.84146341,0.457,6.487804878,19.04878049,0.341,31.85365854,64.79268293,0.492,18.52439024,24.20731707,0.765,11.86585366,32.46341463,44.32926829,21.09756098,7.463414634,4.87804878,13.36585366,19.41463415,28.4,0.289,0.227,0.538,0.496,12.4,27.6,0.221,0.484,13.2,74.4,0.195
1,37.32926829,81.56097561,0.458,9.365853659,25.80487805,0.363,27.96341463,55.75609756,0.502,16.97560976,21.73170732,0.781,8.695121951,31.2804878,39.97560976,24.8902439,8.292682927,3.975609756,15.25609756,19.23170732,27.5,0.266,0.316,0.554,0.515,14.3,21,0.208,0.51,14,74.4,0.196
0,36.03658537,80.35365854,0.448,6.524390244,17.97560976,0.363,29.51219512,62.37804878,0.473,15.47560976,19.95121951,0.776,12.04878049,29.58536585,41.63414634,20.98780488,6.341463415,5.365853659,14.54878049,20.40243902,24,0.248,0.224,0.528,0.489,14,29.2,0.193,0.52,13.1,74.4,0.208
1,36.64634146,77.97560976,0.47,10.25609756,27.32926829,0.375,26.3902439,50.64634146,0.521,19.20731707,26.53658537,0.724,9.87804878,33.36585366,43.24390244,19.69512195,6.243902439,5.56097561,14.08536585,19.86585366,27.9,0.34,0.35,0.573,0.536,13.6,24.6,0.246,0.477,12.2,77.4,0.205
1,36.23170732,78.40243902,0.462,6.12195122,17.40243902,0.352,30.1097561,61,0.494,16.41463415,21.07317073,0.779,9.292682927,30,39.29268293,21.97560976,6.06097561,4.158536585,13.63414634,18.95121951,27.4,0.269,0.222,0.542,0.501,13.5,23.4,0.209,0.495,12.3,74.6,0.211
1,35.12345679,80.55555556,0.436,6.851851852,19.74074074,0.347,28.27160494,60.81481481,0.465,17.64197531,23.64197531,0.746,12.87654321,32.97530864,45.85185185,20.30864198,7.160493827,6.333333333,15.14814815,20.03703704,25.7,0.293,0.245,0.521,0.479,14.3,30.3,0.219,0.453,12.9,74.6,0.197
1,38.22727273,83.8030303,0.456,4.136363636,12.8030303,0.323,34.09090909,71,0.48,19.06060606,25.27272727,0.754,13.04545455,31.13636364,44.18181818,21.8030303,8.257575758,5.833333333,14.18181818,21.83333333,25.6,0.302,0.153,0.525,0.481,13,30.2,0.227,0.493,13.8,73.8,0.245
0,35.06097561,79.40243902,0.442,5.231707317,15.64634146,0.334,29.82926829,63.75609756,0.468,17.92682927,24.73170732,0.725,12.2195122,30.8902439,43.1097561,20.5,7.024390244,4.743902439,14.76829268,20.62195122,28.1,0.311,0.197,0.517,0.475,14.1,28.4,0.226,0.476,13.3,72.1,0.211
0,36.57317073,81.90243902,0.447,4,11.57317073,0.346,32.57317073,70.32926829,0.463,19.82926829,25.23170732,0.786,12.18292683,30.45121951,42.63414634,20.2804878,7.414634146,4.524390244,16.2195122,20.18292683,24.5,0.308,0.141,0.521,0.471,14.8,28.6,0.242,0.514,13,73.9,0.216
0,37.63414634,84.19512195,0.447,7.43902439,20.5,0.363,30.19512195,63.69512195,0.474,17.52439024,22.79268293,0.769,11.5,29.08536585,40.58536585,20.82926829,8.182926829,4.170731707,14.62195122,20.93902439,25.6,0.271,0.243,0.532,0.491,13.4,26.6,0.208,0.517,13.6,71,0.227
0,35.30487805,80.84146341,0.437,7.853658537,22.1097561,0.355,27.45121951,58.73170732,0.467,20.25609756,26.06097561,0.777,12.53658537,30.62195122,43.15853659,20.3902439,6.195121951,4.195121951,14.34146341,21.87804878,26,0.322,0.273,0.535,0.485,13.4,29.5,0.251,0.493,11,71.1,0.218
0,37.13414634,80.84146341,0.459,4.817073171,13.96341463,0.345,32.31707317,66.87804878,0.483,17.67073171,22.19512195,0.796,11.54878049,31.46341463,43.01219512,23.3902439,5.609756098,5.451219512,13.15853659,21.63414634,29,0.275,0.173,0.534,0.489,12.7,28.6,0.219,0.472,11.2,71.4,0.208
0,34.5,79.62195122,0.433,5.109756098,15.23170732,0.335,29.3902439,64.3902439,0.456,18.70731707,24.09756098,0.776,12.14634146,30.57317073,42.7195122,20.09756098,7.646341463,4.975609756,16.46341463,22.26829268,26.2,0.303,0.191,0.514,0.465,15.4,28.6,0.235,0.476,13.1,70.5,0.234
1,38.93902439,87.93902439,0.443,8.048780488,24.64634146,0.327,30.8902439,63.29268293,0.488,15.43902439,20.46341463,0.754,11.1097561,32.74390244,43.85365854,24.5,8.219512195,3.585365854,13.81707317,21.19512195,25,0.233,0.28,0.523,0.489,12.5,24.7,0.176,0.494,13.7,75,0.208
1,37.76829268,82.47560976,0.458,5.158536585,15.19512195,0.339,32.6097561,67.2804878,0.485,17.62195122,22.79268293,0.773,10.43902439,32.12195122,42.56097561,21.67073171,8.536585366,4.231707317,13.34146341,19.1097561,29.6,0.276,0.184,0.531,0.489,12.6,24.7,0.214,0.492,14.5,75.3,0.183
0,36.41463415,83.17073171,0.438,4.951219512,14.91463415,0.332,31.46341463,68.25609756,0.461,19.97560976,25.73170732,0.776,11.57317073,29.34146341,40.91463415,21.59756098,8.146341463,3.987804878,15.01219512,19.15853659,24.4,0.309,0.179,0.517,0.468,13.7,26.6,0.24,0.537,13.9,71.6,0.187
0,37.51219512,82.82926829,0.453,6.756097561,19.48780488,0.347,30.75609756,63.34146341,0.486,13.91463415,19.08536585,0.729,10.02439024,31.79268293,41.81707317,20.63414634,7.890243902,3.829268293,14.8902439,20.90243902,24.3,0.23,0.235,0.524,0.494,14,23.1,0.168,0.514,13.6,76,0.21
1,39.69512195,85.80487805,0.463,8.926829268,25.3902439,0.352,30.76829268,60.41463415,0.509,16.90243902,22.47560976,0.752,10.46341463,31.80487805,42.26829268,22.51219512,8.085365854,4.524390244,12.95121951,20.04878049,29.9,0.262,0.296,0.55,0.515,11.9,23.6,0.197,0.503,14.7,72.2,0.204
0,37.24390244,85.6097561,0.435,6.487804878,18.85365854,0.344,30.75609756,66.75609756,0.461,17.47560976,23.59756098,0.741,11.6097561,32.2804878,43.8902439,20.91463415,7.048780488,4.463414634,13.24390244,21.23170732,27,0.276,0.22,0.513,0.473,12.1,25.4,0.204,0.518,12.1,76.3,0.231
1,38.41463415,81.20731707,0.473,6.756097561,18.86585366,0.358,31.65853659,62.34146341,0.508,17.7804878,24.01219512,0.74,10.81707317,31.96341463,42.7804878,22.30487805,6.292682927,4.646341463,13.6097561,20.35365854,28.7,0.296,0.232,0.552,0.515,12.9,26.8,0.219,0.483,12.1,76.3,0.214
1,36.2195122,81.09756098,0.447,4.890243902,13.96341463,0.35,31.32926829,67.13414634,0.467,20.70731707,26.73170732,0.775,11.70731707,30.51219512,42.2195122,22.82926829,6.756097561,4.670731707,13.53658537,20.34146341,26.5,0.33,0.172,0.528,0.477,12.7,27.6,0.255,0.485,13.3,71.8,0.213
0,37.68292683,85.53658537,0.441,7.182926829,19.08536585,0.376,30.5,66.45121951,0.459,18.52439024,24.1097561,0.768,13.23170732,31.17073171,44.40243902,20.12195122,7.219512195,5.146341463,17.04878049,22.25609756,23.8,0.282,0.223,0.526,0.483,15.1,29.6,0.217,0.514,13.1,73.7,0.251
1,37.06060606,78.96969697,0.469,5.606060606,15.60606061,0.359,31.45454545,63.36363636,0.496,18.75757576,24.21212121,0.775,10.39393939,31.21212121,41.60606061,19.95454545,8.863636364,5.378787879,15.18181818,19.42424242,28.3,0.307,0.198,0.549,0.505,14.5,26.6,0.238,0.479,15.8,73.9,0.2
1,36.48780488,80.57317073,0.453,6.731707317,19.30487805,0.349,29.75609756,61.26829268,0.486,19.73170732,26.48780488,0.745,11.82926829,30.34146341,42.17073171,21.14634146,7.658536585,4.268292683,13.93902439,23.09756098,25.1,0.329,0.24,0.539,0.495,13.1,28.8,0.245,0.486,13.4,73.6,0.242
1,37.09756098,80.32926829,0.462,6.231707317,17.25609756,0.361,30.86585366,63.07317073,0.489,18.19512195,24.48780488,0.743,11.79268293,32.36585366,44.15853659,22.2804878,7.219512195,5.707317073,14.15853659,19.98780488,26.4,0.305,0.215,0.541,0.501,13.5,29.4,0.227,0.463,13.6,76.2,0.222
0,35.48780488,81.62195122,0.435,6.646341463,18.23170732,0.365,28.84146341,63.3902439,0.455,15.59756098,21.29268293,0.733,10.81707317,32.34146341,43.15853659,21.64634146,7.292682927,4.585365854,15.09756098,20.5,25.4,0.261,0.223,0.512,0.475,14.2,24.6,0.191,0.483,13.7,74.6,0.206
0,36.1097561,83.45121951,0.433,5.219512195,15.37804878,0.339,30.8902439,68.07317073,0.454,19.42682927,26.65853659,0.729,12.07317073,27.68292683,39.75609756,20.93902439,10.02439024,4.317073171,14.23170732,23.90243902,25.2,0.319,0.184,0.509,0.464,13,27.1,0.233,0.514,16.5,70.7,0.263
1,35.43902439,79.6097561,0.445,8.597560976,23.08536585,0.372,26.84146341,56.52439024,0.475,17.51219512,23.24390244,0.753,10.73170732,32.59756098,43.32926829,20.7804878,7.109756098,4.109756098,14.17073171,20.85365854,28.2,0.292,0.29,0.54,0.499,13.6,25.7,0.22,0.466,13.6,77,0.23
1,39.06097561,85.09756098,0.459,6.365853659,17.02439024,0.374,32.69512195,68.07317073,0.48,19.23170732,24.43902439,0.787,12.47560976,29.93902439,42.41463415,24.45121951,8.219512195,3.853658537,13.08536585,20.54878049,27.7,0.287,0.2,0.541,0.496,12,28.8,0.226,0.493,13.3,69,0.214
1,36.80487805,79.19512195,0.465,7.268292683,18.96341463,0.383,29.53658537,60.23170732,0.49,18.54878049,24.24390244,0.765,12.92682927,28.7804878,41.70731707,20.32926829,6.707317073,4.902439024,12.86585366,20.37804878,24,0.306,0.239,0.553,0.511,12.5,32.6,0.234,0.499,13.2,75,0.227
1,37.6097561,81.02439024,0.464,8.609756098,23.18292683,0.371,29,57.84146341,0.501,14.12195122,19.74390244,0.715,9.243902439,31.62195122,40.86585366,24.47560976,8.097560976,4.5,14.86585366,17.96341463,27.1,0.244,0.286,0.546,0.517,14.2,22.2,0.174,0.496,14.2,73.6,0.181
0,34.03658537,76.42682927,0.445,4.43902439,12.70731707,0.349,29.59756098,63.7195122,0.464,16.32926829,23.70731707,0.689,10.80487805,26.86585366,37.67073171,18.17073171,6.451219512,5.304878049,14.69512195,22.29268293,24.6,0.31,0.166,0.511,0.474,14.5,26.6,0.214,0.507,12.6,68.2,0.231
1,37,81.04878049,0.457,7.097560976,19.8902439,0.357,29.90243902,61.15853659,0.489,17.20731707,22.81707317,0.754,10.09756098,29.40243902,39.5,20.37804878,7.93902439,5.5,12.51219512,20.68292683,25.6,0.282,0.245,0.54,0.5,12.1,24.6,0.212,0.501,14.5,72.9,0.251
0,34.84848485,77.31818182,0.451,3.924242424,11.77272727,0.333,30.92424242,65.54545455,0.472,16.01515152,21.16666667,0.757,10.96969697,30.16666667,41.13636364,20.72727273,7.393939394,4.787878788,15.51515152,20.06060606,25.5,0.274,0.152,0.517,0.476,15.2,27.5,0.207,0.485,13.5,73.1,0.218
0,35.36585366,79.17073171,0.447,7.43902439,21.7195122,0.343,27.92682927,57.45121951,0.486,16.96341463,23.52439024,0.721,12.04878049,31.91463415,43.96341463,19.90243902,7.597560976,5.963414634,15.31707317,19.30487805,23.4,0.297,0.274,0.531,0.494,14.6,29.1,0.214,0.491,12.8,76.3,0.199
1,41.58536585,87.03658537,0.478,10.76829268,27.03658537,0.398,30.81707317,60,0.514,16.01219512,20.84146341,0.768,10.40243902,34.31707317,44.7195122,27.41463415,9.292682927,6.048780488,14.45121951,19.85365854,26.6,0.239,0.311,0.571,0.54,13.1,24.1,0.184,0.47,14.3,74.5,0.217
1,40.56097561,83.46341463,0.486,8.512195122,21.42682927,0.397,32.04878049,62.03658537,0.517,15.7195122,20.02439024,0.785,9.292682927,33.97560976,43.26829268,25.17073171,7.365853659,5.12195122,14.3902439,18.23170732,28.9,0.24,0.257,0.571,0.537,13.5,22.7,0.188,0.482,12.8,76.4,0.184
1,38.31707317,76.48780488,0.501,8.109756098,22.30487805,0.364,30.20731707,54.18292683,0.558,17.45121951,22.97560976,0.76,7.646341463,29.23170732,36.87804878,22.52439024,8.926829268,4.475609756,14.7804878,19.46341463,30.6,0.3,0.292,0.59,0.554,14.6,20.6,0.228,0.511,15.8,73,0.212
1,34.74390244,80.3902439,0.432,6.231707317,17.47560976,0.357,28.51219512,62.91463415,0.453,18.73170732,24.97560976,0.75,12.20731707,31.59756098,43.80487805,21.25609756,7.024390244,4.5,16.7195122,24.73170732,25,0.311,0.217,0.517,0.471,15.5,28.4,0.233,0.454,14.4,72.6,0.262
