Playoff,FG_G,FGA_G,Fgper,Three_P_G,Three_PA_G,Three_Pper,Two_P_G,Two_PA_G,Two_Pper,FT_G,FTA_G,Ftper,ORB_G,DRB_G,TRB_G,AST_G,STL_G,BLK_G,TOV_G,PF_G,Age,FTr,Three_PAr,Tsper,eFGper,TOVper,ORBper,FT_FGA,eFGperOp,TOVperOp,DRBperDef,FT_FGA_Op
1,36.04878049,78.18292683,0.461,9.390243902,25.64634146,0.366,26.65853659,52.53658537,0.507,17.7195122,25.62195122,0.692,10.53658537,32.67073171,43.20731707,19.95121951,6.682926829,4.682926829,14.92682927,20,27.6,0.328,0.328,0.554,0.521,14.3,26.1,0.227,0.475,13.3,76.9,0.219
0,36.32926829,80.95121951,0.449,6.256097561,17.56097561,0.356,30.07317073,63.3902439,0.474,15.93902439,22.80487805,0.699,12.08536585,30.03658537,42.12195122,21.24390244,7,4.87804878,15.13414634,19.79268293,25.3,0.282,0.217,0.521,0.487,14.3,28.3,0.197,0.505,13.1,73,0.209
1,36.48780488,81.92682927,0.445,8.695121951,23.37804878,0.372,27.79268293,58.54878049,0.475,19.6097561,25.06097561,0.782,11.40243902,31.12195122,42.52439024,21.18292683,7.036585366,4.182926829,14.13414634,22.95121951,25.6,0.306,0.285,0.545,0.498,13.2,27.2,0.239,0.493,14.1,74.9,0.237
1,39.14634146,81.40243902,0.481,8.085365854,21.51219512,0.376,31.06097561,59.8902439,0.519,16.64634146,21.03658537,0.791,8.12195122,33.18292683,41.30487805,25.09756098,8.475609756,5.43902439,14.70731707,17.40243902,28.6,0.258,0.264,0.568,0.531,14,20.5,0.204,0.48,13.7,74.9,0.179
0,35.5,75.20731707,0.472,3.646341463,9.707317073,0.376,31.85365854,65.5,0.486,20.2804878,27.76829268,0.73,10.87804878,29.29268293,40.17073171,18.23170732,6.487804878,4.414634146,15.12195122,23.26829268,25.5,0.369,0.129,0.543,0.496,14.7,28.5,0.27,0.49,13,72.5,0.264
0,37.15853659,80.82926829,0.46,6.402439024,17.69512195,0.362,30.75609756,63.13414634,0.487,18.42682927,23.30487805,0.791,11.31707317,28.31707317,39.63414634,20.67073171,7.695121951,3.670731707,15.46341463,21.96341463,25.9,0.288,0.219,0.544,0.499,14.5,27.8,0.228,0.515,14.1,70.9,0.243
0,38.75609756,85.82926829,0.452,8.512195122,24.97560976,0.341,30.24390244,60.85365854,0.497,16.37804878,21.54878049,0.76,10.92682927,32.23170732,43.15853659,20.23170732,8.536585366,4.695121951,15.09756098,21.26829268,25.7,0.251,0.291,0.537,0.501,13.7,24.5,0.191,0.497,14,73.5,0.221
0,34.36363636,78.09090909,0.44,5.53030303,16.28787879,0.34,28.83333333,61.8030303,0.467,16.43939394,21.36363636,0.77,10.56060606,31.42424242,41.98484848,20.93939394,6.5,4.863636364,15.16666667,23.21212121,25.7,0.274,0.209,0.518,0.475,14.8,25.9,0.211,0.475,12.8,75.4,0.26
1,39.6097561,83.14634146,0.476,8.073170732,21.35365854,0.378,31.53658537,61.79268293,0.51,21.29268293,27.68292683,0.769,10.95121951,33.19512195,44.14634146,24.42682927,7.975609756,5.341463415,14.09756098,20.62195122,26.7,0.333,0.257,0.57,0.525,12.9,26.3,0.256,0.485,12.9,73.4,0.214
1,36.62195122,81.68292683,0.448,7.109756098,20.81707317,0.342,29.51219512,60.86585366,0.485,16.36585366,22.53658537,0.726,12.2195122,32.42682927,44.64634146,21.42682927,7.292682927,5.12195122,13.7195122,19.62195122,28.3,0.276,0.255,0.528,0.492,13,29.1,0.2,0.465,12.8,74.8,0.214
1,35.46969697,77.06060606,0.46,5.5,14.96969697,0.367,29.96969697,62.09090909,0.483,15.40909091,19.81818182,0.778,7.712121212,31.07575758,38.78787879,23.59090909,7.545454545,5.484848485,14.83333333,19.92424242,29.3,0.257,0.194,0.535,0.496,14.7,19.7,0.2,0.452,14.9,72.4,0.216
1,36.62195122,82.76829268,0.442,7.134146341,20.15853659,0.354,29.48780488,62.6097561,0.471,19.41463415,24.81707317,0.782,11.14634146,32.40243902,43.54878049,19.64634146,7.12195122,5.56097561,15.3902439,21.73170732,25.9,0.3,0.244,0.533,0.486,14.1,25.9,0.235,0.487,12.8,74.1,0.237
0,34.52439024,77.70731707,0.444,4.158536585,12.65853659,0.329,30.36585366,65.04878049,0.467,20.45121951,26.86585366,0.761,11.90243902,28.19512195,40.09756098,19.18292683,7.426829268,5.43902439,15.92682927,24.02439024,24.1,0.346,0.163,0.523,0.471,15.1,29.2,0.263,0.503,14.5,70.9,0.268
1,34.70731707,78.2804878,0.443,6.743902439,18.54878049,0.364,27.96341463,59.73170732,0.468,18.91463415,24.2195122,0.781,10.65853659,31.7195122,42.37804878,21.13414634,6.865853659,4.609756098,13.84146341,22.03658537,29.7,0.309,0.237,0.534,0.486,13.5,26.3,0.242,0.459,12.9,74.5,0.245
1,34.85365854,76.90243902,0.453,5.609756098,16.23170732,0.346,29.24390244,60.67073171,0.482,19.96341463,26.58536585,0.751,10.46341463,30.36585366,40.82926829,20.2195122,7.707317073,5.43902439,15.73170732,19.47560976,27.4,0.346,0.211,0.538,0.49,15.1,26.5,0.26,0.491,14.7,74.2,0.194
0,34.25757576,81.21212121,0.422,6.666666667,19.28787879,0.346,27.59090909,61.92424242,0.446,17.84848485,24.92424242,0.716,12.74242424,29.53030303,42.27272727,19.81818182,7.060606061,3.96969697,15.40909091,19.95454545,26,0.307,0.238,0.505,0.463,14.3,28.9,0.22,0.508,13.1,72.2,0.202
1,35.06097561,74.26829268,0.472,4.170731707,11.73170732,0.356,30.8902439,62.53658537,0.494,20.47560976,29.18292683,0.702,11.2195122,29.48780488,40.70731707,18.59756098,6.890243902,5.073170732,16.97560976,23.2195122,25.6,0.393,0.158,0.544,0.5,16.3,29.3,0.276,0.48,14.6,73.7,0.286
1,38.3902439,77.41463415,0.496,8.743902439,22.06097561,0.396,29.64634146,55.35365854,0.536,17.35365854,23.01219512,0.754,8.243902439,30.36585366,38.6097561,23.04878049,8.658536585,5.37804878,13.93902439,18.69512195,30.3,0.297,0.285,0.588,0.552,13.7,22.2,0.224,0.487,14.8,73,0.2
1,35.64634146,78.65853659,0.453,6.182926829,17.01219512,0.363,29.46341463,61.64634146,0.478,18.7195122,25.85365854,0.724,12.03658537,30.35365854,42.3902439,21.59756098,7.475609756,6.62195122,13.73170732,20.93902439,28.5,0.329,0.216,0.534,0.492,13.2,29.1,0.238,0.452,14.7,73.6,0.236
1,37.59756098,81.97560976,0.459,6.646341463,18.29268293,0.363,30.95121951,63.68292683,0.486,16,21.14634146,0.757,10.68292683,31.3902439,42.07317073,23.56097561,9.62195122,4.914634146,16.74390244,22.12195122,24.6,0.258,0.223,0.536,0.499,15.5,25.4,0.195,0.487,15.9,73.3,0.221
0,36.46341463,81.52439024,0.447,7.146341463,19.43902439,0.368,29.31707317,62.08536585,0.472,20.51219512,25.69512195,0.798,10.24390244,28.85365854,39.09756098,19.74390244,6.93902439,4.256097561,15.43902439,23.29268293,26.3,0.315,0.238,0.542,0.491,14.3,24.5,0.252,0.526,13,69.9,0.269
1,36.53658537,81.57317073,0.448,10.86585366,28.91463415,0.376,25.67073171,52.65853659,0.487,16.01219512,21.08536585,0.759,10.85365854,29.70731707,40.56097561,19.25609756,8.195121951,3.585365854,12.04878049,20.12195122,30.2,0.258,0.354,0.55,0.515,11.7,25.6,0.196,0.508,14.8,74.7,0.216
1,39.62195122,83.63414634,0.474,8.792682927,22.8902439,0.384,30.82926829,60.74390244,0.508,16.80487805,21.13414634,0.795,10.24390244,30.65853659,40.90243902,23.59756098,8.585365854,4.341463415,13.53658537,19.95121951,30.6,0.253,0.274,0.564,0.526,12.7,24.6,0.201,0.515,14.8,72.7,0.229
0,36.5,84.15853659,0.434,6.670731707,19.2804878,0.346,29.82926829,64.87804878,0.46,16.82926829,22.26829268,0.756,12.24390244,28.76829268,41.01219512,20.65853659,7.890243902,4.073170732,14.01219512,21.18292683,24.1,0.265,0.229,0.514,0.473,13,28.1,0.2,0.523,14.4,72.6,0.225
1,36.5,78.57317073,0.465,3.536585366,10.2804878,0.344,32.96341463,68.29268293,0.483,20.65853659,26.12195122,0.791,10.09756098,32.97560976,43.07317073,20.82926829,6.512195122,6.134146341,14.45121951,22.82926829,26.8,0.332,0.131,0.54,0.487,13.8,25.4,0.263,0.471,12.2,75.9,0.24
1,38.14634146,82.56097561,0.462,6.963414634,19.90243902,0.35,31.18292683,62.65853659,0.498,18.48780488,22.58536585,0.819,11.08536585,31.64634146,42.73170732,21.69512195,7.207317073,5.231707317,12.7195122,19.51219512,29,0.274,0.241,0.55,0.504,12.1,26.6,0.224,0.493,12.3,74.6,0.225
0,37.71212121,83.98484848,0.449,7.242424242,20.15151515,0.359,30.46969697,63.83333333,0.477,15.42424242,19.71212121,0.782,11.65151515,30.51515152,42.16666667,21.27272727,7.515151515,4.833333333,14.46969697,20.40909091,26.2,0.235,0.24,0.529,0.492,13.5,27.5,0.184,0.49,13.8,73.4,0.21
